triplet_id,relation_family,condition,anchor_hash,anchor_url,anchor_caption,positive_hash,positive_url,positive_caption,negative_hash,negative_url,negative_caption
control_f6285277,attribute_priority_control,control,f62852779212603d96210013611bfa1a,https://us.123rf.com/450wm/bswei/bswei1312/bswei131200146/24601279-businessman-climbing-on-wooden-ladder-to-cloud-house-with-city-view.jpg,Visuals showing {Person} climbing toward a {Target} situated at a distance or high above.,df4956b1f614483cb551ab998a7b9f99,https://us.123rf.com/450wm/adam121/adam1211811/adam121181101194/111656595-young-businessman-sitting-on-house-chimney-with-smartphone-in-hands.jpg?ver=6,Visuals depicting {Person} utilizing {Tool/Platform} to reach out to {People/Concept/Object} in a creative way.,e63f6a2185c0dbf25915cd30dbd8f418,https://www.thoughtco.com/thmb/PmAWM3aTzS-GZi6YvtwOTooHp_0=/768x0/filters:no_upscale():max_bytes(150000):strip_icc()/Apollo8-earthrise-clr-3000-3x2Nasa-5a92e427ff1b780037f909f7.jpg,"The {Celestial Body} captured from the vantage point of the {Spacecraft}, with a backdrop of the {Black Sky}."
control_ece7301b,attribute_priority_control,control,ece7301b888cbce4696777810d599a6a,http://img.timeoutshanghai.com/201611/20161101060840378.jpg,A cosplayer in a {Character} outfit showcasing their passion for {Theme} with a {Device}.,e28fd9dcbd7340fc57e1e798d3098493,https://i.pinimg.com/736x/be/e0/23/bee023f0493e06d6675e5f52cf147eac--lemurs-animals-in-clothes.jpg,"A portrait of a person with a {Animal} head, displaying a unique mix of {Character} and {Nature}.",eeac8a2244faceedd3a4f96bc156a8e4,https://us.123rf.com/450wm/martinak/martinak1404/martinak140400118/27106643-white-and-wild-rice-shaped-as-yin-yang-symbol-with-chopsticks-on-dark-wooden-background-asian-cultur.jpg?ver=6,A visual representation of the {Yang} and {Yin} balance using {Objects} in a balanced composition.
control_eab97184,attribute_priority_control,control,eab9718442e49f681ea9d88e53ffa8b8,"https://static.wixstatic.com/media/678ff3_74c63a06779c42ef81d02a37caa06937.jpg/v1/fill/w_511,h_511,al_c,q_80,usm_0.66_1.00_0.01/678ff3_74c63a06779c42ef81d02a37caa06937.jpg","A steampunk-inspired design of a {Animal} featuring intricate details like gears, cogs, and other mechanical elements.",e2840d4faae37e2a68fbab19e7630b62,https://i.pinimg.com/736x/a1/f3/81/a1f3819f67554ec2b06381624c8ca11a.jpg,Unique artistic creations made from {Materials} to mimic imaginative {Animals}.,f7cccb7ab7fae53c9adb4849d2d576ca,https://media-cdn.tripadvisor.com/media/photo-s/05/b7/63/7a/amaris-hotel.jpg,A cleverly designed {Device} that uses {Object} to perform a task in an unexpected and artistic way.
control_e9218d6b,attribute_priority_control,control,e9218d6b0c09474c299f3d7388f2be72,https://photos.smugmug.com/Broken/i-8KFmhtK/0/M/KT_F%20Hole%20in%20the%20Wall-M.jpg,"""Rustic {Structure} with an unevenly shaped {Opening} exposing the {Background} outside.""",f952ec615055b7c9aa58c9f013111711,https://live.staticflickr.com/8399/8641628705_742a7d4d6e.jpg,A series of {Structures} in descending heights creating a mesmerizing visual effect.,e92dd833e3472eeb6b93df445879966b,https://www.dgwildlife.com/img/s/v-10/p4133737345-4.jpg,"""Creative representation of {Animals} engaging in human-like activities or interactions."""
control_e7e77c1a,attribute_priority_control,control,e7e77c1ab98f73a63c4d8922d5b1abf5,https://img-fotki.yandex.ru/get/509531/361085784.8fa/0_1b2a50_7f3412dc_orig.Jpg,Unusual imagery of {Object} interacting with {Liquid} in a visually striking manner.,f4a9ff4f69db1d8a8809ab5669329e3b,https://i.etsystatic.com/5393703/d/il/3ecd82/2406566111/il_340x270.2406566111_k4vn.jpg?version=0,Creative designs featuring {Object} styled with {Accessories} in imaginative ways.,e78219c9cccc2ef4266c56a4fd31112a,https://mymodernmet.com/wp/wp-content/uploads/2020/09/leaf-art-lito-leafart-1.jpg,Creative use of {Material} to craft representations of {Object}.
aligned_temp_ebd67189_ed83ebbc,temporal_transformation,aligned,ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",ed83ebbc55d3e4338818b3dbb02fe695,https://i.dailymail.co.uk/i/pix/2017/10/18/21/4577E3A800000578-0-image-a-108_1508356961338.jpg,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,f3cd10d7f3691b6266ceca6a59177a8d,https://static-23.sinclairstoryline.com/resources/media/9d51baba-8343-492f-bd20-929939d0ae15-octopusencounterwithenrichmentobject.jpg,"An {Animal} interacting with a {Feeding Device} in the water, showcasing natural feeding behavior."
aligned_comp_df567ccf_f7a829fa,compositional_formation,aligned,df567ccf0076cfe15dc758ce5179fc77,https://img.freepik.com/free-photo/coffee-grains-heart-form_23-2147896434.jpg?size=626&ext=jpg,Creative use of {Objects} to form a {Shape}.,f7a829fad79772994d2abe53177f4e93,http://static9.depositphotos.com/1010535/1178/i/450/depositphotos_11783955-coffee-cup-image-made-up-of-coffee-beans-on-sack.jpg,A creative use of {Creative Object} made from {Ingredients} on a {Surface}.,ee7fde2f1a7f5376e82382a60bb2f312,https://images-na.ssl-images-amazon.com/images/I/61sXv8NAtrL._AC_SL1000_.jpg,Creative artwork featuring anthropomorphic {Animal} holding anthropomorphic {Food}.
aligned_temp_e91c016d_ebb0a441,temporal_transformation,aligned,e91c016d738c8981682a96d5d19a8ffc,https://us.123rf.com/450wm/yderbisheva/yderbisheva2012/yderbisheva201200010/160438373-watercolor-cocoa-set-with-leaves-hand-painted-gold-linear-fruits-isolated-on-white-background-autumn.jpg?ver=6,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",ebb0a441f27c21308e90b6f3f9ab0d3f,http://1tb.favim.com/preview/7/763/7632/76327/7632706.jpg,"The transformation of {Ingredient} into {Product} shown through stages: {Raw Material}, {Processed Form}, {Finished Item}",e4fbe3964df1be508645bbb859b294c0,https://i.pinimg.com/736x/d2/38/bc/d238bc7337baa09ea7524102bec9d7b9.jpg,Creative representation of {Scene} with a {Fish} positioned in a {Water Environment}.
aligned_comp_f3c9463a_f9575588,compositional_formation,aligned,f3c9463ad33ca289567c0c759a4f3a84,https://d2c5oomqu2hs08.cloudfront.net/wp-content/uploads/2018/02/cactus-1-web.jpg,A creative arrangement of {Balloon} shaped like a {Object}.,f9575588fb765aac970bc1766efd47f6,https://i.pinimg.com/736x/44/d2/bd/44d2bd716582c8f399f6a0a51bce66d4.jpg,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,e7c6c07974a5926aab450ff780014cdc,https://www.dorothy-porker.com/wp-content/uploads/2021/06/Jerk-Mushroom-Recipe-London-Loy-Dorothy-Porker-Foodblog-600x500.jpg,Innovative use of {Food Items} to craft imaginative {Characters} or {Figures}.
aligned_temp_ed83ebbc_fec41d2a,temporal_transformation,aligned,ed83ebbc55d3e4338818b3dbb02fe695,https://i.dailymail.co.uk/i/pix/2017/10/18/21/4577E3A800000578-0-image-a-108_1508356961338.jpg,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,fec41d2a8ae1a3702dd12e0ab695cdaa,https://piximus.net/media2/48647/thumb_fw.jpg,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,e586bc98c94becb7a9e35f0ee45d597e,https://www.kino-zeit.de/sites/default/files/styles/filmseite/public/news/bild104769.jpg?itok=QdhZadd9,Visuals of {Object} transformed into eerie or surreal {Phenomenon} in unexpected ways.
aligned_temp_ea142066_eeb47991,temporal_transformation,aligned,ea1420666aa1e3fa5fb6b25561688fff,https://coolcreativity.com/wp-content/uploads/2014/05/egg-carton-flower-f.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,eeb47991ca59d3ad8b44eb97ded966a1,https://www.welovesolo.com/wp-content/uploads/vecteezy/03/bd1n0vjinyq.jpg,"The life cycle of {Plant} unfolds through the stages: {Seed}, {Sprout}, {Leaves/Buds}, {Flower}, {Fruit/Seed Dispersal}",e139ac0d853ce9073476efdab078b286,https://images.squarespace-cdn.com/content/v1/54dd3bece4b0818948434c85/1474195464000-FQ382S3HZUCXJDLPJMR0/ke17ZwdGBToddI8pDm48kOp1DUWbHziGNAtC5iviBMwUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcoqRyWAzwh-mxWXPBPCvwqitFfBRz8WqZa_IH8L9nIOXMQ4LsfZDYfVB9H7gEAFog/tumblr_oa11o1MISz1s8unw6o1_1280.jpg,"""Grid arrangement of repeated images of {Subject} in various {Colors} and {Patterns}."""
conflict_temp_ebd67189_ea184053,temporal_transformation,conflict,ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",ee75ff67be9685d5e0f8f83c519954c1,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",ea184053f2b9fb4e2cf2f617e5d1c25f,https://www.great-pictures-of-cats.com/image-files/cats-funny-pictures-3.jpg,"Animals discovered in unexpected {Locations}, showcasing curiosity and playfulness."
conflict_temp_ebd67189_f9868284,temporal_transformation,conflict,ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",ee75ff67be9685d5e0f8f83c519954c1,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",f9868284712a469955aeb5b9d08e0ceb,https://us.123rf.com/450wm/serkucher/serkucher1908/serkucher190800310/128646993-a-playful-kitty-hides-in-a-white-box-the-cat-yawns-isolated-on-a-white-background.jpg?ver=6,Surprised {Animal} peering out from inside a {Enclosure}.
conflict_temp_ebd67189_e931ad97,temporal_transformation,conflict,ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",ee75ff67be9685d5e0f8f83c519954c1,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",e931ad974af313e1999d4d76a073da78,https://blog.feliway.com/hs-fs/hubfs/How%20To%20Stop%20Your%20Cat%20From%20Scratching%20the%20Carpet_2-2.jpg?width=1000&name=How%20To%20Stop%20Your%20Cat%20From%20Scratching%20the%20Carpet_2-2.jpg,Pictures showcasing {Cat} engaging with a {Scratching Post} on a {Surface}.
conflict_temp_ebd67189_f9a513c1,temporal_transformation,conflict,ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",ee75ff67be9685d5e0f8f83c519954c1,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",f9a513c153a0dbecd1973de3a55e70ea,https://4.bp.blogspot.com/-X751b7p8bsU/VN8KNc-5Q9I/AAAAAAAAOpk/T-xSSoKP2WE/s1600/Roxy%2Bwith%2Bher%2Bpainting.jpg,Side-by-side view of the real {Subject} and their {Portrait/Representation} on canvas.
conflict_comp_f7a829fa_f9e159e9,compositional_formation,conflict,f7a829fad79772994d2abe53177f4e93,http://static9.depositphotos.com/1010535/1178/i/450/depositphotos_11783955-coffee-cup-image-made-up-of-coffee-beans-on-sack.jpg,A creative use of {Creative Object} made from {Ingredients} on a {Surface}.,f9575588fb765aac970bc1766efd47f6,https://i.pinimg.com/736x/44/d2/bd/44d2bd716582c8f399f6a0a51bce66d4.jpg,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,f9e159e97723f6fdb3a8dc55692c1954,https://www.freshcup.com/wp-content/uploads/2017/07/NYC_CoffeeBook_1014x576-894x372.jpg,"Beautiful latte art patterns made with {Flavor} and {Milk}, showcasing intricate designs like {Theme} in a {Container}."
conflict_temp_e0fa6b5a_f93304d0,temporal_transformation,conflict,e0fa6b5ae10efedbd0d7132ab05cf39f,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",e21d6504d352830ab076256736f498d7,https://photos.smugmug.com/Trips/2015-Portland/i-k7Z5sR8/6/c588a0ff/S/Lunar%20Eclipse%206%20Sequence-S.jpg,"The progression of {Celestial Event} across its stages, including changes in {Appearance}, {Color}, and {Moon/Planet Position}.",f93304d0964a3be6e870fa1726901639,https://i2.wp.com/bikeaospedacos.com.br/wp-content/uploads/2021/10/red-bull-rampage-nesta-sexta-com-transmissao-ao-vivo-e-em-portugues-1.jpg?resize=980%2C400&ssl=1,"Stunts performed with {Bike} on uneven terrain, showcasing {Rider} in mid-air with an adventurous backdrop as the setting."
conflict_temp_e0fa6b5a_ec0753d7,temporal_transformation,conflict,e0fa6b5ae10efedbd0d7132ab05cf39f,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",e21d6504d352830ab076256736f498d7,https://photos.smugmug.com/Trips/2015-Portland/i-k7Z5sR8/6/c588a0ff/S/Lunar%20Eclipse%206%20Sequence-S.jpg,"The progression of {Celestial Event} across its stages, including changes in {Appearance}, {Color}, and {Moon/Planet Position}.",ec0753d78576da91a15bff7d7c9a7311,https://www.saalbach.com/stories-fotos/White%20Style/image-thumb__476952__lightbox-teaser-img/WhiteStyle_2016_Matt_Jones_2nd_place_Photo_Christoph_Laue.jpeg,Skilled riders perform daring {Stunt} on their {Bike} over a {Surface}.
conflict_temp_e0fa6b5a_e70a0c94,temporal_transformation,conflict,e0fa6b5ae10efedbd0d7132ab05cf39f,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",e21d6504d352830ab076256736f498d7,https://photos.smugmug.com/Trips/2015-Portland/i-k7Z5sR8/6/c588a0ff/S/Lunar%20Eclipse%206%20Sequence-S.jpg,"The progression of {Celestial Event} across its stages, including changes in {Appearance}, {Color}, and {Moon/Planet Position}.",e70a0c9405880aa5878cf9b6113e70b0,https://petapixel.com/assets/uploads/2013/04/andydayparkour-12.jpg,"Photos showcasing {Action} on {Surface}, with {Shadow} emphasizing the motion against the background."
conflict_temp_e0fa6b5a_e6235160,temporal_transformation,conflict,e0fa6b5ae10efedbd0d7132ab05cf39f,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",e21d6504d352830ab076256736f498d7,https://photos.smugmug.com/Trips/2015-Portland/i-k7Z5sR8/6/c588a0ff/S/Lunar%20Eclipse%206%20Sequence-S.jpg,"The progression of {Celestial Event} across its stages, including changes in {Appearance}, {Color}, and {Moon/Planet Position}.",e6235160e49c87ec11fff7aa511ec911,https://images.squarespace-cdn.com/content/v1/543ed1cee4b0a72b21da5e0a/1451600469628-762O5GFCY9IQC8AHK0KQ/ke17ZwdGBToddI8pDm48kFbzmASxcsWEU4oU9a9gzet7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UbMxqxN5wFzRuc4HCy_jEs_5hZyyCt4FpQCxuTKeIL438iJrR9MMstkyXSawB1quaQ/image-asset.jpeg,"Dynamic motion captured as {Subject} moves past {Background/Landscape}, with intentional camera movement for a blurred effect."
conflict_comp_ed4e5647_effa9ae0,compositional_formation,conflict,ed4e56476e4d0b60f47f65e85f6f64cb,https://i1.pickpik.com/photos/386/261/100/flowers-tree-harmony-harmonious-thumb.jpg,Creative tree designs using {Flowers} arranged to form a {Shape}.,f3c9463ad33ca289567c0c759a4f3a84,https://d2c5oomqu2hs08.cloudfront.net/wp-content/uploads/2018/02/cactus-1-web.jpg,A creative arrangement of {Balloon} shaped like a {Object}.,effa9ae0fa5da83de8d07260db84bcac,https://us.123rf.com/450wm/byrdyak/byrdyak1804/byrdyak180400002/98725698-360-degree-view-of-single-blossoming-tree-in-spring-on-rural-meadow.jpg?ver=6,"""360-degree view of {Landscapes} or {Structures} in a spherical panorama, showcasing {Scenery} from all angles."""
conflict_temp_ebb0a441_f9e159e9,temporal_transformation,conflict,ebb0a441f27c21308e90b6f3f9ab0d3f,http://1tb.favim.com/preview/7/763/7632/76327/7632706.jpg,"The transformation of {Ingredient} into {Product} shown through stages: {Raw Material}, {Processed Form}, {Finished Item}",ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",f9e159e97723f6fdb3a8dc55692c1954,https://www.freshcup.com/wp-content/uploads/2017/07/NYC_CoffeeBook_1014x576-894x372.jpg,"Beautiful latte art patterns made with {Flavor} and {Milk}, showcasing intricate designs like {Theme} in a {Container}."
conflict_temp_ebb0a441_f80a40b6,temporal_transformation,conflict,ebb0a441f27c21308e90b6f3f9ab0d3f,http://1tb.favim.com/preview/7/763/7632/76327/7632706.jpg,"The transformation of {Ingredient} into {Product} shown through stages: {Raw Material}, {Processed Form}, {Finished Item}",ebd67189cf79d3ab02d0a14cbb5c4247,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",f80a40b6e61d3c2f7bcbae17bace605c,https://us.123rf.com/450wm/andreykuzmin/andreykuzmin1905/andreykuzmin190500015/125553640-coffee-cup-on-plate-in-human-head-form.jpg?ver=6,Creative presentation of {Object} positioned within the framework of a {Surface/Frame}.
