image_hash,family,url_link,caption,group,download_ok
e290b68c2085e90365d1c16a4b4609c8,temporal_transformation,https://www.syfy.com/sites/syfy/files/styles/1170xauto/public/shutterstock_eclipsesequence_svalbard.jpg?timestamp=1500920475,"Visual representation of the {Event} transitioning from its initial phase ({Subject 1}) to its final stage ({Subject N}), showcasing the gradual development of {Action}.",background_boundary,True
f16b49b38517684a39799a2881b3b3a9,temporal_transformation,https://imgc.artprintimages.com/img/print/paul-harcourt-davies-common-swallowtail-butterfly_u-l-pzflw30.jpg,Visual representation of {Insect} transitioning from {Pupa} to {Adult} during metamorphosis.,background_boundary,True
e9059a0f6a75a3c71ef8fdd2b599b839,temporal_transformation,https://us.123rf.com/450wm/dmstudio/dmstudio1902/dmstudio190200036/124987922-vector-set-of-pans-with-small-pancakes-fried-egg-omelet-and-grilled-sausages-collection-of-breakfast.jpg?ver=6,"Different cooking stages of {Food Item} in {Utensil}, including {Ingredient 1}, {Ingredient 2}, {Ingredient 3}, {Ingredient 4}.",background_boundary,True
e3464a9bb0929afddf862d7ff86fbd0c,temporal_transformation,https://us.123rf.com/450wm/panicattack/panicattack2103/panicattack210300137/166560340-collection-of-various-different-legs-hips-or-ankle-stretching-warm-up-exercises-by-fit-woman-full-bo.jpg?ver=6,"Comprehensive view of {Exercise} performed by {Person}, showcasing various stages of motion in {Clothing}.",background_boundary,True
f6dbc7bb4d783966b717282ba0ad3bd7,temporal_transformation,https://marcobarsanti.files.wordpress.com/2015/10/david-wojnarowicz.jpg?w=698&h=545,"""Sequential images capturing {Animal} climbing up a {Rocks/Cliffside} in various stages.""",background_boundary,True
e99869e4007725d5e9227298a8aaeb09,temporal_transformation,https://i.ytimg.com/vi/Ow1O2RWSDP4/hqdefault.jpg,Inventive transformations of {Object} into extraordinary {Hair Style} using unexpected {Items}.,background_boundary,True
fd3eec0969e39390d8a7a8cf00050a36,temporal_transformation,https://www.insofta.com/tml12/vista-artistic-icons/preview/robot-search.png,"The progression of {Object} through various stages: {Initial State}, {Intermediate Stage 1}, {Intermediate Stage 2}, {Final Stage}",background_boundary,True
ff444225872dbfd9807de170d404b667,,https://www.recycledcraftsy.com/wp-content/uploads/2017/05/Amazing-Cute-Garden-Art.jpg,Creative use of {Characters} in 3D {Pot} designs to design visually engaging {Scenes} for artistic expression.,background_random,True
e9b509a7b47c9c87edebfc1159a4afc4,,http://www.labroma.org/blog/wp-content/uploads/2014/08/bed-jump-04-600x400.jpg,"People in motion, captured mid-air while jumping onto or off of {Object}.",background_random,True
e5774f786e088de0315ef92fcbbd4211,,https://www.jacobdeane.com/static/c00b9445a40cdca305aa03dd7742c8c7/80e3c/858050_10100126092783712_2059373455_o.jpg,Long-exposure shots capturing the movement of {Stars} around {North Celestial Pole} in the night sky.,background_random,True
e9a9aed9892a1c6440e4ac0246c1dc6d,,http://lh3.ggpht.com/_6GQRBJwJ37M/SnWUghz3R9I/AAAAAAAATCY/B9H6HelhUS8/s800/100706image049.jpg,Tiny {Figures} interacting creatively with everyday {Objects} to produce imaginative scenes.,background_random,True
e3033baff84e6bc612a5ecaefe9d2f94,,https://www.romanticasheville.com/sites/default/files/u13/tryon-WEG-2018-FEI.jpg,Synchronized acts performed by {Performers} on {Animal} in front of an attentive {Audience}.,background_random,True
ee5703f7c56b8022166f393e7143a421,,https://ae01.alicdn.com/kf/HTB1sTQXLFXXXXalXXXXq6xXFXXXr/1-set-Wooden-Craft-Deer-Display-Furniture-Drawer-Wardrobe-For-Home-Study-Decoration-TM002M-Green-Black.jpg,"A unique {Animal} design crafted from wooden panels, featuring integrated {Drawers} for practicality.",background_random,True
f9a513c153a0dbecd1973de3a55e70ea,,https://4.bp.blogspot.com/-X751b7p8bsU/VN8KNc-5Q9I/AAAAAAAAOpk/T-xSSoKP2WE/s1600/Roxy%2Bwith%2Bher%2Bpainting.jpg,Side-by-side view of the real {Subject} and their {Portrait/Representation} on canvas.,background_random,True
e675a1f38cc186ac1ab0eab2c0a81e94,,http://render.fineartamerica.com/images/rendered/medium/greeting-card/images-medium/high-voltage-in-the-new-york-city-skyline-susan-candelario.jpg,"Lightning striking over a {Cityscape} during a stormy night, showcasing the dynamic energy of nature against urban life.",background_random,False
ecf449c9866dc5eb843a212c3f49ccc9,,https://us.123rf.com/450wm/blulilues/blulilues1603/blulilues160300006/53276138-vector-image--a-set-of-products-for-the-preparation-of-national-soup-is-borscht.jpg?ver=6,The creation of {Food} through the combination of {Raw Ingredients} in a {Cooking Process}.,background_random,True
e98bbaad16eb2b04835d633f41682145,,https://natureconservancy-h.assetsadobe.com/is/image/content/dam/tnc/nature/en/photos/F_Okavango_1.jpg?wid=640,"Groups of {Animals} standing on reflective water, creating mirrored images against a {Background}",background_random,False
fbce0d46bc36f1a6789d0c2e6c7b5ac4,,"https://images.jpost.com/image/upload/f_auto,fl_lossy/t_JD_ArticleMainImage/224822",Creative sculptures featuring {Figures} interacting with everyday {Objects} in imaginative or artistic ways.,background_random,False
e8a2377f9fe78930e0d434bc286736d8,,https://beatcancer2010.files.wordpress.com/2013/09/salmon-roe-left-and-sturgeon-caviar-right.jpg?w=550,A spoon holding {Food Item} in two distinct styles: {Ingredient 1} on the left and {Ingredient 2} on the right.,background_random,True
ebc9fdf3d51eeb5da860783307097174,,http://mediad.publicbroadcasting.net/p/shared/npr/styles/placed_wide/nprshared/201810/648245695.jpg,A creative representation of {Character} showcasing a unique combination of {Hair Style} and {Clothing}.,background_random,False
edb2cbc498810c951d1e3a6bffde1c03,,https://www.chroniclelive.co.uk/incoming/article17546982.ece/ALTERNATES/s510b/0_CFR_NJL_100120gym_01.jpg,Creative displays of balancing {Object} on the {Surface} for a visually captivating effect.,background_random,True
e3419c311fa97b0d4611e9e9487bc7cb,,https://spaceplug.com/media/catalog/product/cache/1/small_image/370x370/170ec19af00183b5e0368529fc2daa2f/C/o/Coffinmouth.jpg,"A surreal artwork featuring anthropomorphic {Animal} with human characteristics, set in imaginative or artistic settings.",background_random,False
eea56b47784a944b5d1b0277e9b15538,,https://us.123rf.com/450wm/viacheslavmaksimov/viacheslavmaksimov2005/viacheslavmaksimov200500002/147776317-protective-mask-in-a-shopping-cart-on-a-white-background.jpg?ver=6,A {Small Shopping Cart} showcasing a {Product} in a {Scene} setup.,background_random,True
eb031ef11c2db4e2402e08b8a482ec58,,https://cdn-japantimes.com/wp-content/uploads/2014/06/p1-s2-nuke-risks-z-20140606-870x489.jpg,"Illuminated {Shaped Objects} positioned against a dark background, producing a striking contrast and artistic effect.",background_random,False
fb8a988327723d4c5b828ab2dc3a509a,,https://i0.wp.com/differentville.com/wp-content/uploads/2018/11/pig-ice-cream-tokyo-e1542930050800.jpg?resize=640%2C641,Unique ice cream shapes molded into various {Animals} or {Characters} with intricate details and vibrant {Colors}.,background_random,True
e4fbe3964df1be508645bbb859b294c0,,https://i.pinimg.com/736x/d2/38/bc/d238bc7337baa09ea7524102bec9d7b9.jpg,Creative representation of {Scene} with a {Fish} positioned in a {Water Environment}.,background_random,True
f15b2be8b9f85a5ab560c727601890fe,,https://static5.depositphotos.com/1000419/464/v/380/depositphotos_4642976-stock-illustration-four-seasons-spring-summer-autumn.jpg,A collection of {Seasons} featuring {Trees} with varying {Leaves} and {Flowers} in different {Colors}.,background_random,True
ef902f3e106762b5fcde4a35a6a29826,,https://twistedsifter.files.wordpress.com/2014/10/mirror-reflection-of-sailboat-by-casey-coulter.jpg?w=800&,A unique perspective is created using a {Mirror} to blend {Scene 1} with {Scene 2 into a visually compelling composition.,background_random,True
e9ec2d28a375aadf8f384bb1d84091f6,,https://www.incimages.com/uploaded_files/image/1024x576/getty_459234860_2000131620009280259_119207.jpg,Visuals showcasing {Human Touch} interacting with {Robot Technology} in various contexts.,background_random,True
f6f3e7d479949fb51b8e57b550497356,,https://cdn.shopify.com/s/files/1/0174/7648/collections/Blek_le_rat_web_icon_large.jpg?v=1490135674,Creative use of {Shade} to depict the outline of a {Animal} on a textured background.,background_random,True
f493f1fe952df0544c080f6e0e96e8bd,,https://brownalumnimagazine.com/sites/default/files/styles/1400_wide/public/2018-04-20/40.LiveBearInBabyCarriage1948.jpg?itok=nBK-wkgI,An amusing scene of a {Animal} sitting inside a {Vehicle} in an unexpected way.,background_random,True
e7f2cd43be3e6c07606985177fdcad1c,,https://i.dailymail.co.uk/i/pix/2012/05/05/article-2139669-12EDFCC6000005DC-244_634x415.jpg,Performances showcasing {Animal} dressed in {Human Clothing} interacting with objects typically held by humans.,background_random,True
f8a11eaf4bf31fd8e45acdcfdd88e0b7,,http://thekoalition.com/images/2014/11/FiveChairs.jpg,"Visuals displaying {Objects} tied together with {Chains}, emphasizing {Constraint} or {Restriction}.",background_random,True
f0267c7bd2bdadf85eec08dab7534273,,https://miot.ua/uploads/ck/xiaomi-Yi-Wu-Yi-Shi-Beech-handle-stainless-steel-shovel-spoon-SET-4-pcs-08.jpg,Visual representation of {Objects} with their sizes indicated in {Units}.,background_random,True
f66447c31f7cdea1b76e4d04b61eafb1,,https://us.123rf.com/450wm/morrbyte/morrbyte0911/morrbyte091100031/5892581-a-romantic-love-heart-inscribed-on-the-beach-with-waves-in-the-background-on-a-hot-sunny-day.jpg?ver=6,A heart shape crafted with {Material} on a {Surface}.,background_random,True
eae2014962b4553a95eda5a57731ac04,,https://us.123rf.com/450wm/inarik/inarik1710/inarik171000002/87617769-baby-in-suitcase-kid-in-sunglasses-sitting-in-red-luggage-child-isolated-over-white-background.jpg?ver=6,"A {Child} inside an open {Bag}, exploring their surroundings in a {Scene}.",background_random,True
ef80613c3fcbaf4f9f20dd1ea9d511e6,,https://tse2.mm.bing.net/th?id=OIP.YIDQ5sxugfh_svdpQ_MkFgHaHY&pid=15.1,"Creative blending of {Animal} and natural elements like {Tree} or {Leaves}, forming unique and artistic visuals.",background_random,True
ff8004321772f0bfc7e5216c6c91404f,,http://e-photocentral.com/Photos/VintageWorks_Images/Full/8431Gardin.jpg,Unique fashion statements featuring {Design} or {Accessory} on busy streets or public spaces.,background_random,True
e201cc39dd39caa8863f9f73fb24ddc8,,https://us.123rf.com/450wm/sokolovanton/sokolovanton1301/sokolovanton130100007/17308738-wohlgemerkt-gewinnen-kampf-mit-herz.jpg?ver=6,Visual representation of {Brain} and {Heart} working together to foster {Balance} or {Harmony}.,background_random,True
ea9ff327b4cd8ae3f63c1bd99b2fbf58,,https://girishduttshuklaco20dcd.zapwp.com/q:maximum/retina:false/webp:false/w:814/url:https://girishduttshukla.com/wp-content/uploads/2019/07/5b889cb23115c29e34ef9ae302b7f63e-814x1024.jpg,A depiction of {Person} engaging in the process of drawing {Ink/Character} onto {Paper/Surface}.,background_random,False
f9ac4cdafadafdec9c2aec1321183143,,https://www.vet4you.ca/uploads/w5uBZjXu/705x0_1088x0/swimmingoverweightpugsm.jpeg,Animals floating in water with a {Animal}-shaped inflatable {Object}.,background_random,False
e1d3acb83e7510c7a805f4a6590848c4,,https://cdn2.apstatic.com/photos/climb/106634221_medium_1494127382.jpg,"""Outdoor rock climbing activities involving {Participants}, {Rocks}, and {Ropes} for scaling {Slopes}.""",background_random,True
ecbadc32bc47632e40cf0c6c8367ceb6,,https://www.motociclismo.es/uploads/static/motociclismo/upload/images/imagegallery/3064/imagenes/0804-redbull-5.jpg,Innovative {Rider} executing an awe-inspiring {Trick} on a {Vehicle} in midair against a {Background}.,background_random,False
f61953077059eb07db4213b77c0fcc6d,,https://i0.wp.com/theverybesttop10.com/wp-content/uploads/2015/12/Top-10-Very-Patient-Dogs-Waiting-In-Lines-And-Queues-4.jpg?resize=600%2C645,"""Group of {Animals} arranged in a line, showcasing their diverse {Colors}, {Sizes}, or {Types} on a shared {Background}""",background_random,False
eee27e00b8e59468943f0c0b8662dbfb,,https://cdn.shopify.com/s/files/1/0931/7020/products/MG_6449copy_1050x1575.jpg?v=1591730275,Creative candle designs featuring {Shape} and {Flame} to form an appealing {Object} or {Figure}.,background_random,True
f65d8a9df7e02a31f6bc71a4e6ed1dc7,,https://st4.depositphotos.com/3557671/23129/v/380/depositphotos_231294772-stock-illustration-mustache-and-beard-hairstyles-flat.jpg,A grid of {Flat Design} icons showcasing diverse {Object} with unique {Color} accents.,background_random,True
f18afbc23b2358cec08a6b06ec9e9276,,https://cdn.foreverbarcelona.com/wp-content/uploads/2021/09/top-rated-antoni-gaudi-works-in-barcelona.png,"Exploring the transition from initial {Design/Concept} to final {Execution/Structure}, showcasing the intricate evolution in {Style/Architecture}.",background_random,False
f8b12d94f916f2a43b49a73fb6246d1e,,https://www.thesun.co.uk/wp-content/uploads/2017/02/nintchdbpict000301578979.jpg?strip=all&amp;w=809,"An artistic representation of {Natural Formation} in {Surroundings}, shaped by the interaction of {Erosion, Water, or Geometric Patterns}.",background_random,True
e96a8f339976fef5a78b18d61f283df1,,https://www.thisiscolossal.com/wp-content/uploads/2020/04/tape-1.jpg,Creative use of {Lines} to design the illusion of {Depth} and {Perspective} on a flat surface.,background_random,True
eeb24c7671d50bd5df9c645db3f1223b,,https://1.bp.blogspot.com/-G6bLFKHaXPA/XbGYGNXECNI/AAAAAAAAHoM/uIlAKf4IJ28kYZXdJ9NNpx2TkdqWOmrYgCLcBGAsYHQ/s640/image1.png,Illustrations of {Fruits/Vegetables} turning into adorable human-like characters performing tasks with {Object}.,background_random,True
eda46f8ed7a4fbfa37760354634bbc86,,https://www.treehugger.com/thmb/8DOr3PKFGm_0ugRLY94lPtu1mAg=/2048x2048/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__mnn__images__2018__05__two_dogs_share_stick-db101bee57ee4e3d94bc2214f580b653.jpg,Two {Animals} sharing a {Stick} and smiling together in an outdoor scene.,background_random,True
e418b9638122d79354b6d7459c209c2c,,https://assets.saatchiart.com/saatchi/420895/art/1909579/1045823-6.jpg,"""Creative fusion of human forms with artistic depictions of {Animal} features.""",background_random,True
ee5fe7582462757f77683b4e6a17d2da,,http://img.kb-cdn.com/imgviewer/NVpIM2ptOHhYRzVmUk5rM1NrNlFxYVV6enV4aGk2UFRJMmxPckdDUUVNYmlUZlpSWEd5RjBGUk0xbitjMjJKSFNKOWVDcVRZTkRjbTlRZ1Riek9zaVdzMVRraUFmdEtscGpMYTFBbGN1bGJKUGw5UXRySC81SG1EZFZjSFg5UU44ZGIvQUowcGVxSUljN01KMXE0NDhwQkQvbk8zNW5OcFU3ampHNUJnSlBpYkluaHgrdkFXN080ZEY1TTlpZThKOGpLQ1dlUFQ3cGJ3cW93SU12TlUzbWtBWGs1K0xxNGhkNENidVhhQXo1ST0=?square=0,A heart shape crafted from {Food Items} in a creative and artistic way.,background_random,False
f8368fee40ed754baaab5511a36d67db,,https://cdn-image.travelandleisure.com/sites/default/files/styles/1600x1000/public/1510180703/paddington-bear-float-NYCPARADE1117.jpg?itok&,"""Parade featuring oversized floats shaped as {Characters}, {Animals}, or {Objects} floating above a lively crowd and urban scenery.""",background_random,False
e2a96eacf3d53e1c490270ac306eff7a,,https://us.123rf.com/450wm/dimjul/dimjul1508/dimjul150800007/43682319-child-girl-make-mess-flooded-kitchen-imitating-swimming-pool-funny-concept.jpg?ver=6,"Creative 3D art blending {Scene} with unexpected {People} or {Objects}, generating surreal and imaginative visual scenes.",background_random,True
