image_hash,family,decision,notes,url_link,caption,source_batch
e291af82274868828f158594ef94fb55,compositional_formation,fits,,https://i.pinimg.com/736x/e4/a6/51/e4a651e69ad6908e101bbf71e4c59708.jpg,"A whimsical arrangement of {Object} imitating a tree, with creative touches like {Material} for branches and {Item} for leaves.",batch1
e255b2c5d74978e6e5e70df7e43836d0,compositional_formation,fits,,https://img1.etsystatic.com/203/0/5236506/il_340x270.1263092685_78ni.jpg,A heart-shaped arrangement made with {Objects} of different {Colors} and {Shapes}.,batch1
e4402b2e7348f555b141c775291a2957,compositional_formation,fits,,https://us.123rf.com/450wm/vsurkov/vsurkov1310/vsurkov131000013/23018109-burning-match-in-hand-near-the-model-of-the-house.jpg?veru003d6,Fire is ignited from a {Match} to form a {Scene/Object}.,batch1
f9575588fb765aac970bc1766efd47f6,compositional_formation,fits,,https://i.pinimg.com/736x/44/d2/bd/44d2bd716582c8f399f6a0a51bce66d4.jpg,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,batch1
ff03babbb0d4908dc16cb99716d5608e,compositional_formation,boundary_reject,,https://us.123rf.com/450wm/dogfella/dogfella1509/dogfella150900100/45058834-wei%C3%9F-gl%C3%BChbirne-au%C3%9Ferhalb-der-zeichnung-box-gl%C3%BChend-denken-au%C3%9Ferhalb-der-box-oder-anderes-konzept-zu-sein.jpg?ver=6,"Visual representation of {Symbol} for embodying {Concept} or {Process}, using {Object} in a creative way.",batch1
e602b6e92f6c54573e1bb4ad48667e69,temporal_transformation,boundary_reject,,http://cute-n-tiny.com/wp-content/uploads/2010/05/cute-penguin-bento-400x300.jpg,Imaginative food arrangements transforming {Ingredients} into recognizable {Shapes} or {Characters}.,batch2_temporal
e0fa6b5ae10efedbd0d7132ab05cf39f,temporal_transformation,fits,,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",batch2_temporal
e21d6504d352830ab076256736f498d7,temporal_transformation,fits,,https://photos.smugmug.com/Trips/2015-Portland/i-k7Z5sR8/6/c588a0ff/S/Lunar%20Eclipse%206%20Sequence-S.jpg,"The progression of {Celestial Event} across its stages, including changes in {Appearance}, {Color}, and {Moon/Planet Position}.",batch2_temporal
ebd67189cf79d3ab02d0a14cbb5c4247,temporal_transformation,fits,,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",batch2_temporal
ee75ff67be9685d5e0f8f83c519954c1,temporal_transformation,fits,,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",batch2_temporal
ed83ebbc55d3e4338818b3dbb02fe695,temporal_transformation,fits,,https://i.dailymail.co.uk/i/pix/2017/10/18/21/4577E3A800000578-0-image-a-108_1508356961338.jpg,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,batch2_temporal
f910f8cd550d71199357803316171d8e,temporal_transformation,fits,,https://s.hdnux.com/photos/33/73/21/7320648/3/920x920.jpg,"Visual representation of the {Cycle} of the {Object}, showcasing the sequence of phases or transformations step by step.",batch2_temporal
fd170b47807317844cf1df55b1bce272,temporal_transformation,fits,,https://us.123rf.com/450wm/beaubelle/beaubelle1509/beaubelle150900004/44846317-%E7%94%9F%E5%91%BD%E3%81%AE%E6%A8%B9%E3%80%81%E3%83%8F%E3%83%BC%E3%83%88%E5%BD%A2%E3%81%AE%E6%9E%9D%E3%81%A8%E6%A0%B9.jpg?ver=6,"Artwork showing {Tree} with heart-shaped {Leaves} and {Roots}, symbolizing {Love} and {Growth}.",batch2_temporal
fdf627ab7822e2b6cc8ae8c676b516b7,temporal_transformation,boundary_reject,,https://s.calendarr.com/upload/articles/mo/on/moon-phases_a_m.jpg,"Step-by-step transformation of the {Celestial Body}'s phases as viewed from Earth, showing gradual changes in {Appearance} and {Position}.",batch2_temporal
f436407c7327b61dd5d50424323fb0b6,temporal_transformation,boundary_reject,,https://2shopper.files.wordpress.com/2015/03/874_3_danmug-5.jpg?w=600&,"Visuals showcasing {Object} in its original and altered states, transformed by {Environment} or {Temperature}.",batch2_temporal
e0077c41c38d5e6857a4d343c0cbc889,temporal_transformation,fits,,https://i0.wp.com/s2.storage.snapzu.com/b8/2d/a3/45/Maternitus/snaps/a4/7e/185241/thumbs/61bb37facb6d21a1_fpi_large.jpg,"A transformation story of {Subject} from its initial state to a refined, enhanced version, emphasizing changes in {Appearance}, {Design}, or {Function}.",batch2_temporal
e91c016d738c8981682a96d5d19a8ffc,temporal_transformation,fits,,https://us.123rf.com/450wm/yderbisheva/yderbisheva2012/yderbisheva201200010/160438373-watercolor-cocoa-set-with-leaves-hand-painted-gold-linear-fruits-isolated-on-white-background-autumn.jpg?ver=6,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",batch2_temporal
f2966d51184794c093887e3b8f09a82e,temporal_transformation,boundary_reject,,https://static.vecteezy.com/system/resources/previews/000/295/208/non_2x/vector-people-in-summer-and-winter.jpg,"Visual representation of how {Season} impacts {People}, {Clothing}, and {Weather}.",batch2_temporal
f1ff4ab844a704d88cb60740bfed50cc,temporal_transformation,fits,,https://img.freepik.com/free-photo/customer-service-evaluation-rating-feedback-satisfaction-survey-concept-hand-holding-sad-failed-emoticon-face-wooden-ball-dark-background_36367-2195.jpg?size=626&ext=jpg,"Visual representation of {Object} with evolving {Features} or {Emotions}, illustrating changes in {Theme} or {Feeling}.",batch2_temporal
e290b68c2085e90365d1c16a4b4609c8,temporal_transformation,boundary_reject,,https://www.syfy.com/sites/syfy/files/styles/1170xauto/public/shutterstock_eclipsesequence_svalbard.jpg?timestamp=1500920475,"Visual representation of the {Event} transitioning from its initial phase ({Subject 1}) to its final stage ({Subject N}), showcasing the gradual development of {Action}.",batch2_temporal
f37aebc58e6f499c7b3bdf740e730ca1,temporal_transformation,fits,,https://us.123rf.com/450wm/mathisa/mathisa1606/mathisa160600092/60898309-isolated-five-bar-swordtail-butterfly-life-cycle-antiphates-pompilius-on-twig-with-clipping-path.jpg?ver=6,"The life cycle of a {Insect}, showcasing its development from a {larva} through metamorphosis to a fully formed {adult}.",batch2_temporal
ea1420666aa1e3fa5fb6b25561688fff,temporal_transformation,fits,,https://coolcreativity.com/wp-content/uploads/2014/05/egg-carton-flower-f.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,batch2_temporal
f16b49b38517684a39799a2881b3b3a9,temporal_transformation,boundary_reject,,https://imgc.artprintimages.com/img/print/paul-harcourt-davies-common-swallowtail-butterfly_u-l-pzflw30.jpg,Visual representation of {Insect} transitioning from {Pupa} to {Adult} during metamorphosis.,batch2_temporal
ea7b131201f4ec87f23caade7326f630,temporal_transformation,fits,,https://images.squarespace-cdn.com/content/v1/566763bf25981d4412e0f3ff/1458608823753-L5ATZQL34ALWBSR2D08J/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PICHnXC1b9smDvYLPdL-DS7U1pkhCtl83kemXd5r3C5ngKMshLAGzx4R3EDFOm1kBS/Munny+13,"Hand-drawn design for {Character/Object} transformed into a physical prototype, displayed alongside its sketch.",batch2_temporal
e9059a0f6a75a3c71ef8fdd2b599b839,temporal_transformation,boundary_reject,,https://us.123rf.com/450wm/dmstudio/dmstudio1902/dmstudio190200036/124987922-vector-set-of-pans-with-small-pancakes-fried-egg-omelet-and-grilled-sausages-collection-of-breakfast.jpg?ver=6,"Different cooking stages of {Food Item} in {Utensil}, including {Ingredient 1}, {Ingredient 2}, {Ingredient 3}, {Ingredient 4}.",batch2_temporal
fec41d2a8ae1a3702dd12e0ab695cdaa,temporal_transformation,fits,,https://piximus.net/media2/48647/thumb_fw.jpg,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,batch2_temporal
eeb47991ca59d3ad8b44eb97ded966a1,temporal_transformation,fits,,https://www.welovesolo.com/wp-content/uploads/vecteezy/03/bd1n0vjinyq.jpg,"The life cycle of {Plant} unfolds through the stages: {Seed}, {Sprout}, {Leaves/Buds}, {Flower}, {Fruit/Seed Dispersal}",batch2_temporal
e3464a9bb0929afddf862d7ff86fbd0c,temporal_transformation,boundary_reject,,https://us.123rf.com/450wm/panicattack/panicattack2103/panicattack210300137/166560340-collection-of-various-different-legs-hips-or-ankle-stretching-warm-up-exercises-by-fit-woman-full-bo.jpg?ver=6,"Comprehensive view of {Exercise} performed by {Person}, showcasing various stages of motion in {Clothing}.",batch2_temporal
f6dbc7bb4d783966b717282ba0ad3bd7,temporal_transformation,boundary_reject,,https://marcobarsanti.files.wordpress.com/2015/10/david-wojnarowicz.jpg?w=698&h=545,"""Sequential images capturing {Animal} climbing up a {Rocks/Cliffside} in various stages.""",batch2_temporal
e662ccd0b2764ab04d4b4ac5d7f3d24f,temporal_transformation,fits,,https://lovingitvegan.com/wp-content/uploads/2020/12/Vegan-Ginger-Cookies-Collage-2.jpg,"Visual representation of the {Process} of making {Food Item} from {Raw Material}, illustrating each stage with {Ingredients}, {Tools}, and {Environment}.",batch2_temporal
e64769e22e0a62fe6aa93b7798cef8f4,temporal_transformation,fits,,http://sensiblysara.com/wp-content/uploads/2016/12/2-ingredient-biscuits.jpg,"Detailed process of crafting {Food Item} with {Ingredients} and {Tools}, progressing from {Ingredient Combination} to {Final Product}.",batch2_temporal
e99869e4007725d5e9227298a8aaeb09,temporal_transformation,boundary_reject,,https://i.ytimg.com/vi/Ow1O2RWSDP4/hqdefault.jpg,Inventive transformations of {Object} into extraordinary {Hair Style} using unexpected {Items}.,batch2_temporal
fd3eec0969e39390d8a7a8cf00050a36,temporal_transformation,boundary_reject,,https://www.insofta.com/tml12/vista-artistic-icons/preview/robot-search.png,"The progression of {Object} through various stages: {Initial State}, {Intermediate Stage 1}, {Intermediate Stage 2}, {Final Stage}",batch2_temporal
df060e263ffcb757d257f8e7e61aaad4,temporal_transformation,fits,,http://d2jv9003bew7ag.cloudfront.net/uploads/8613006112007329-450x404.jpg,"Step-by-step {Process} presented through four sequential stages: {Initial State}, {Transformation 1}, {Transformation 2}, {Final Outcome}, highlighted by evolving {Details} and {Textures}.",batch2_temporal
e6a4c118dc80a2c4835737319d43ca4b,temporal_transformation,fits,,https://frakerfire.com/wp-content/uploads/2021/04/Facts-About-Fire-Spread-You-May-Have-Not-Known-e1618426343904.jpg,"""Progression of {Object} from initial state to final state, illustrated by incremental changes in {Appearance}.""",batch2_temporal
fed9fc9fae675ca840f42c9e34601329,temporal_transformation,fits,,https://images-na.ssl-images-amazon.com/images/I/81k97bXKbIL._AC_SL1500_.jpg,"""Step-by-step instructions for using {Object} to achieve {Action}, illustrated with multiple stages of {Process}.""",batch2_temporal
