image_hash,url_link,caption,relation_type
bbe72d57663f70d6767482c1d7555630,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/directly-above-shot-of-breakfast-cereals-on-spoons-royalty-free-image-1589867231.jpg?crop=1.00xw:0.668xh;0,0.239xh&resize=640:*","An assortment of {Food Items} displayed on spoons, featuring various {Ingredients} and {Shapes}.",
4cc60c620c6b1508598f92278e7aa29f,https://cdn.shopify.com/s/files/1/1917/6601/files/2015-09-bigstock-group-of-pets-dog-cat-bird-44783536.jpg,A photo featuring diverse {Animals} from different species interacting together.,
c4c289bb2dd478720fc514c33540b3b7,https://s.yimg.com/ny/api/res/1.2/QPuhsxYQMjvDZ2HgpLvoIw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTYzOQ--/https://s.yimg.com/uu/api/res/1.2/IgEBnkPoWSvNQeH58M2ncg--~B/aD01MTE7dz03Njg7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/afp.com.au/55358cd0bad9466ab5df5c0c2a2769fa,Performers showcasing pole vault techniques in their upward leap using a {Pole} against a {Bar}.,
b4077bc6ca263759bebfdf1fddad0c8a,"https://i.kinja-img.com/gawker-media/image/upload/s--6opiWtjW--/c_scale,f_auto,fl_progressive,q_80,w_800/loy750oexgkqgugsat5w.png",Creative illustration of {Animal} wearing modern {Clothing} on a bold {Color} background.,
0ee636d50d05f4f0d1f4fbfacf916305,https://www.meiklejohn.co.uk/sites/default/files/styles/multi_portfolio/public/Garry_Parsons_Hero_Image_portfolio_1_MJN.jpg?itok=qZXQM4BM,"A hot air balloon carrying {People} above a cityscape, floating over buildings and clouds.",
cf878156a1de4129f8cd64970a7d5c10,https://www.directive.com/images/easyblog_images/13843/b2ap3_thumbnail_ftygwg400.jpg,A depiction of {Shape} formed by merging {Count} unique {Objects}.,
b871037dbabc6ba1832c7319857b4b14,https://i.pinimg.com/736x/c2/58/28/c258285cea4d39f913271fd8acfe9f67.jpg,"""Creative ice sculptures shaped into various {Shapes} or {Figures} in snowy outdoor settings.""",
a8859d2c5d4c8f3b32bfc1d36247cca3,https://thomasdemol.co.uk/wp-content/uploads/2021/03/The-wellbeing-farm-wedding-photography-18.jpg,"A wedding scene featuring {Animal} in {Clothing}, with {People} in the background.",
252db3566b132cd32e92bcd07fbb15e7,https://www.richardsandcophotography.co.uk/media/7237/wedding-photography-under-the-stars.jpg?anchor=center&amp;mode=crop&amp;quality=85&amp;width=0&amp;height=700&amp;rnd=131799311690000000,"A scene of {People} gazing at the {Sky}, surrounded by {Stars} or {Clouds}.",
73613cc62c3a8f35886cde7e30bf569b,https://i.ytimg.com/vi/9Hn7Lntubtc/0.jpg,An illustration highlighting the right ({Option 1}) and wrong ({Option 2}) approaches for {Topic}.,
4df6eae42ea81c13472bb4c9653ccd4b,https://i1.wp.com/metro.co.uk/wp-content/uploads/2014/05/ad_1349032691.jpg?quality=90&,A visual history of {Superhero} through different {Decades} and {Film/Comics} representations.,
99cf01a79020bbea7fef7b6c93465888,http://i0.wp.com/laughingsquid.com/wp-content/uploads/3103lg.jpg?fit=561%2C796,Artistic portrayal of {Object} sculpted from {Material}.,
d57106a8e577bb98be696499c5e1ce0d,https://us.123rf.com/450wm/adogslifephoto/adogslifephoto1502/adogslifephoto150200082/36916289-a-funny-looking-hairless-sphinx-breed-cat-wearing-vintage-style-glasses-and-a-long-pearl-necklace.jpg?ver=6,An image of a {Animal} wearing stylish {Accessories} in a fashionable look.,
598f5377132abcf111218fd32741ed8e,https://cdn.shopify.com/s/files/1/0687/2347/products/product-image-88246382_1024x1024@2x.jpg?v=1571271642,An artistic depiction of a {Animal} featuring a drippy {Colorful Design}.,
daf74f7119de4a1d9c13613b0b742067,https://cdn.eyeem.com/thumb/807e4cef1edfb7f5d2a0a486e0840f25a1ae4df0-1488635053014/w/1280?watermark=false,An aerial view of {Location} with various {Groups} of {Objects} or {People} spread across the scene.,
8b4b1210c32e88b755e9614150ccdf04,https://i.pinimg.com/736x/85/fa/e1/85fae1ae1a84a8bf978d9c6cc11abd18--cute-couples-dog-day.jpg,Animals sporting {Sunglasses} for a stylish appearance.,
28430f98538a348b51b515d729fd4f6a,https://i.pinimg.com/736x/76/86/e7/7686e75bbe44c5da9a776d25d9fcd879.jpg,Artistic use of {Food Items} shaped like {Objects} or {Characters}.,
07c86cca3630bcac0db91abe1b70ac59,https://caitlinfree.com/wp-content/uploads/2014/08/Guadalupe-Greatwhitesharks47(pp_w768_h766).jpg,Exploring the underwater world with {Marine Life} while standing on a {Structure}.,
a16ed0395b789c5c9fb66eda37d6e811,https://us.123rf.com/450wm/dendron/dendron0807/dendron080700181/3353048-a-young-man-doing-a-handstand-on-the-beach.jpg,"People performing {Handstand} in various {Locations}, showing off their balance and strength.",
7f5d3ed0e2523f311a520176b297a2e9,https://us.123rf.com/450wm/darval/darval1605/darval160500012/58883396-representation-of-women-do-not-fit-in-a-swimsuit-like-apple-and-pear.jpg?ver=6,Creatively designed {Fruits} shaped as {Characters} engaging in fun activities like relaxing under an umbrella.,
38b0e3b8d7275faaedc05143744e6c30,https://img.izismile.com/img/img10/20171214/640/3d_tattoos_that_amaze_with_how_real_they_look_640_09.jpg,Intricate tattoos featuring {Object} seamlessly integrated into the {Skin}.,
34043f018d9e348e87ff19b467ff2d0d,https://static.straitstimes.com.sg/s3fs-public/styles/xxx_large/public/articles/2015/10/01/36229704.1_36238710_-_01_10_2015_-_tip01oct.jpg,"A long exposure photo capturing star trails around the {North/South} celestial pole, with silhouettes of {Tree} or {Building} in the foreground.",
8d13c52a3403f4315ec89bb4de3566ac,https://images.assetsdelivery.com/compings_v2/yod67/yod671412/yod67141200025.jpg,A set of {Object} designs in various {Colors} and {Shapes}.,
742c707a77da9f3a04e60ad5d4f42433,https://images.reference.com/reference-production-images/question/aq/700px-394px/invented-electricity_7b090807c03a6389.jpg,"""Visual representation of energy or force emanating from {Hands} against a dark background.""",
cf6d1776689a72b8734cd0bf49ac4d89,https://secure.img1-ag.wfcdn.com/im/73262970/compr-r85/9042/90423549/plotkin-cat-walk-and-pet-house-litter-box-enclosure.jpg,"""Integrated {Cat} litter box design featuring a {Color} theme with decorative or functional elements.""",
a48bf72fa9ce334902d458a0a90bd8e3,https://img.artpal.com/762121/44-19-6-6-20-57-15m.jpg,Innovative face paint designs merging {Face Shape} with artistic representations of {Animals} or {Nature Elements}.,
d32c0632c8335a63a4e3680a256353c4,https://media.istockphoto.com/vectors/reaching-hands-and-rainbow-in-space-vector-id1251307109?b=1&k=20&m=1251307109&s=170667a&w=0&h=xV4FhVoUdk25S64TqrI-MLjIYAIV65cKy08U7vWLCKE=,"A hand reaches across {Barrier} to touch another hand, symbolizing {Connection}.",
b3ecdb3a31df09f6b129bc3e5b3677b8,https://i.pinimg.com/originals/be/90/e5/be90e50113a1e732a2f9701742ff8ee0.jpg,A chair adorned with {Material} that gives it a {Style/Texture} appearance.,
88453516a39625eee64fd64544b4d278,"https://ih0.redbubble.net/image.524206551.4253/mp,840x830,matte,f8f8f8,t-pad,750x1000,f8f8f8.u2.jpg",A reinterpretation of {Famous Artwork} featuring {Scene/Characters} in an artistic style inspired by {Artist}.,
1e4e957bea72c0d152263ff1193da47d,https://www.littlepieceofme.com/wp-content/uploads/2018/05/ss7.jpg,Unusual staircase design with a {Slide} integrated into the steps for added flair.,
d24830932064e7c8f73b89dc56c7186b,"https://static.wixstatic.com/media/164cac_4fb5f52e16984a5c8638cf423844351a~mv2.jpg/v1/fill/w_348,h_463,fp_0.50_0.50,q_90/164cac_4fb5f52e16984a5c8638cf423844351a~mv2.jpg",A coordinated display by aircrafts leaving behind trails of {Color} smoke in the sky.,
96629376883ff5b975a1272df2284bf0,https://www.imperial.ac.uk/ImageCropToolT4/imageTool/uploaded-images/art-tzu-chieh-tang-mit_1610380008402_x2.jpg?r=2131,"Depiction of {Food Item} featuring miniature {Ingredients} and {Tools}, embodying the idea of {Concept}.",
5e16fbee3ee9cbfa3e1a54b408badd7c,https://www.kissandtellmagazine.com/wp-content/uploads/2020/12/image-6.png,"""Portraits of {Animal} in historical {Attire} from different eras.""",
bf13d7dbe7533f4113eb6517300c5cd2,https://usercontent2.hubstatic.com/9871453.jpg,"""Individuals standing face-to-face with {Animal} in their natural environment.""",
749e4a5ffd7264138d0966533300dbbb,https://cdn4.eyeem.com/thumb/b76c48c3bfa4f0562e585e2503f11de683c37252-1517751271170/w/750,"""Illuminated silhouette of a {Person} performing {Action} in a dramatic {Setting} with a contrasting {Color} sky.""",
2f34436d20f0336354227aeb405eac27,https://www.lovemaegan.com/wp-content/uploads/bunny-pancakes-for-easter_2-640x700.jpg,Innovative {Food Items} shaped as {Animals} or {Objects} creatively arranged on a plate.,
4996e2b97efc801b5e9f06158f6c91b4,https://cdn5.eyeem.com/thumb/8662b88fa626ee14763475e794480fdd47330645-1489689139246/w/300,"""Images of {Plant Part} shaped like {Animal Face}""",
c92023e4e135d3afa3685bc0430bd7e8,https://ruairborne.com/wp-content/uploads/2019/12/fb-featured-24-627x361.jpg,"""Skydivers performing in costumes of various {Characters} while skydiving.""",
00f9fa3f36066c426ceb93b8491b9e8b,https://d.newsweek.com/en/full/676734/1024px-nasa-apollo8-dec24-earthrise.jpg,"The celestial view of {Celestial Object} from above, showcasing the {Sun} or the {Earth} against the blackness of space.",
68d7716204fc4387dc0a29307cc9e240,https://izismile.com/img/img2/20090216/bonus/9/sky_12.jpg,"""Formation of skydivers in freefall, wearing {Parachutes} and coordinated by {Position}.""",
91b821a465cb375885ffeca0f5059904,https://media.wsimag.com/attachments/745a16f1cc3546307c637c21e59ee504429c2456/store/fill/290/290/c228329d628188213542274b4332533e503d3c1cd80b12389d285e6cc60e/Irving-Penn-Bee-New-York-1995-printed-2001-Smithsonian-American-Art-Museum-Gift-of-The-Irving.jpg,The interaction between {Insect} and {Human Body Part} results in an unusual and striking composition.,
d3dd2de2339fe7ce49a46e2207e7fe54,https://i0.wp.com/ianbell.com/wp-content/uploads/2012/01/CrystalBall2.jpg?resize=1080%2C675&ssl=1,"A {Crystal Ball} held in hand, creating a mirror image of the {Surroundings}.",
ca43214022238b52ceed775c71e01438,https://us.123rf.com/450wm/buchachon/buchachon1209/buchachon120900055/15069971-fingers-family-and-christmas-background.jpg,Artistic illustration of {People} using {Body Parts} as artistic elements for unique designs.,
7487a8e43c3391b683acdde36bdc34b5,http://i0.wp.com/tokyodatacollective.com/wp-content/uploads/2014/04/camgirls-project-in-progress-2013-artist-unknown-Diane-de-Poitiers-School-of-Fontainbleau-c.1590-X-Anonymous.jpg?resize=882%2C1000,"Depiction of {Subject} gazing at their reflection in a {Circular Frame}, showcasing a {Symbolic or Personalized Element}.",
44114ff3be88b81ae84eed11c2f98dee,https://img.freepik.com/free-vector/set-red-gemstones-illustration-rubies_47243-1071.jpg?size=626&ext=jpg,"An assortment of {Object} featuring diverse designs, sizes, and styles, all organized by their {Material}.",
7a2fd405ebca6a457acda83098f67492,https://us.123rf.com/450wm/vivienstock/vivienstock1310/vivienstock131000426/23320111-cat-and-hamster-on-a-white-background-in-studio.jpg,"""Image of a {Cat} with a {Small Animal} interacting on or near their body.""",
b04ddcd8e664208fb96a711b8fb8c084,https://i.imgur.com/rSpfEsRr.jpg,Artistic latte art featuring intricate {Shapes} or {Figures} crafted with {Cream} on top of espresso.,
51e8a0027d6a8e3b4e341c46b2298be4,http://ultraruntv.com/wp-content/uploads/2015/02/badwater-135-mile-run-2014-featu-960x540.jpg,"A {Person} performing tricks on their {Skateboard} in diverse settings: {Street}, {Ramp}, {Roadside}.",
06641a5d94face6fe4d8816b47130d97,http://i1.wp.com/bohotravelart.com/wp-content/uploads/2015/05/boho-travel-art-rent-a-sup-stand-up-paddle-featured.jpg?fit=1000%2C750&,Split view of {Person} engaging in {Water Activity} from both above and underwater perspectives.,
9ea26e551814a046e5e41cee850728b0,https://i.pinimg.com/736x/4c/73/60/4c73604dc2f5e69d96c5be2cd1faf898--king-penguin-penguin-life.jpg,Artwork showing {Superhero} and {Animal} in their characteristic appearances side by side.,
7ea01d4f62de99317f76a9b8de83a781,https://cdn.shopify.com/s/files/1/0770/5745/t/31/assets/10739711112-1548213646highlights_image_1.jpg?1290102258231269064,"A船型的{Container} for displaying {Food Items}, arranged beautifully with decorative {Ingredients}.",
d0eeefa00f7095abf57786ff4f069443,https://medschool.ucla.edu/images/Site-Current/UCLA-Beat/BEAT_Memento_Mori.png,A watercolor illustration featuring {Object 1} and {Object 2} combined into a unique design.,
19fc282592269c2a58004ef9b842dfe4,https://thumbnails.yayimages.com/e/b52/eb52582.jpg,Miniature {Characters} interacting with oversized {Objects} in an imaginative scale scene.,
0a88cdf3c8bc610df335703a91c6362b,https://fashiondeal.in/image/cache/catalog/designer-multicolor-printed-gorgeous-party-wear-gown-2507-1000x1000.jpg,Elegant fashion designs featuring {Pattern} or {Design} on the back of {Clothing}.,
51ba787d5cb4ee13e33d9c6ba50fdd14,https://img.izismile.com/img/img2/20090728/toilets_13.jpg,Groupings of identical {Objects} arranged in a unified style across various environments.,
c9d53ce68b961fa4cdedeedbda675334,https://i2.wp.com/climbingholds.shop/wp-content/uploads/2018/08/maxresdefault-3.jpg?resize=800%2C450&ssl=1,Exploring indoor climbing by gripping {Grip} with {Body Part} and navigating {Surface}.,
ab3ff9d70b5e78ddd7cf3dd49b2122fd,https://cdn.eyeem.com/thumb/571a723c77bc15a143d6856969386885b1c9fda8-1514122036257/w/1150,Decaying {Object} overgrown by nature in an abandoned {Location}.,
b20df7c4e55178dead466e3c42e13589,http://thesec.org/gallery/1520362066_50501.jpg,Visual representation of {Object} undergoing the process of {Processing/Transformation} by a machine.,
9bf8df14a56f2bb8c672f22fa6c45772,https://thumb.maxpixel.net/1558/Lapp-Light-Art-Photography-Belitz-Long-Exposure-4508302.jpg,Artistic long-exposure shots of {Light Source} creating intricate {Patterns} on a dark background.,
08be1ed3396c5a7c1e164ca644aed093,"https://01.img.society6.com/society6/img/M271qUtSrDGLkI_SjmyCtTeBHlk/w_550,h_550/cards/~artwork/s6-0007/a/1013246_15056697/~~/thats-no-banksy-balloon-its-a-space-station-cards.jpg",Artwork featuring {Character/Icon} merged with a {Ball/Object} to form a new and unique imagery.,
bfd6a94e2da4ba66c2b379a407b78490,http://ihavecat.com/wp-content/uploads/2015/05/petie-e1432136649839.jpg,A photo of {Animal} with an unconventional wig in a range of {Colors}.,
88b2c4b461f4c68c455bfecd7ca2a86d,https://image1.masterfile.com/getImage/NDAwLTA0Njk4MDk2ZW4uMDAwMDAwMDA=AJ-r1h/400-04698096en_Masterfile.jpg,"A {Flag} is seen flying high in the sky over a serene {Surface}, creating a beautiful reflection.",
12625e2dc6aa400224d45b42cfb46feb,https://ak5.picdn.net/shutterstock/videos/1042459015/thumb/1.jpg,A snow angel formed by {Person} in the {Snow}.,
97d504d421075bec3ea0deb7f3b00691,https://farm3.staticflickr.com/2811/10311237403_a4f6bed24d.jpg,"""Large-scale {Object} installations placed in urban landscapes, blending modern architecture with artistic elements.""",
96cb7fb04425498e79d98b3e318d0cf9,https://i.icanvas.com/TFN144?d=3&sh=s&p=1&s=m&bg=g&t=1540703710,"""Imaginative illustrations featuring anthropomorphic {Animal} characters with human-like qualities and engaging settings.""",
62fe8d7a8a3a4bc0e4acb7d3a7fd9a20,https://i.pinimg.com/originals/bb/a1/30/bba130012b0403396b35bade168a644d.jpg,Detailed guide on crafting a {Style} {Hair Style} with these {Steps}.,
8292b9883fa9ced8eb2c7644e01659a6,https://designpress.com/wp-content/uploads/2012/08/smiley-face-pictures/lightscribed-smiley.jpg,"""Creative light trails captured during motion of {Object} in a long-exposure photograph, showcasing intricate patterns against a {Background}.""",
1ba9e09b31881901f83c82567b91f955,https://content.api.news/v3/images/bin/e503b904101fcf050ad4b699b07311e1,The side mirror reflection reveals {Object} on the road or street.,
1cc126530143796b44c2720bb2f3c70f,https://us.123rf.com/450wm/thisislover/thisislover1703/thisislover170300155/74424238-cute-dog-shih-tzu-poodle-mix-with-notebook-and-pen-on-white-background-isolated.jpg?ver=6,"""Images of {Animal} wearing {Human Accessory} with a quirky or unexpected look.""",
2ee5f90d64ebc6034f61f729d59c427f,https://www.muraldecal.com/en/img/mag645-jpg/folder/products-listado-merchant/wall-stickers-for-kids-blue-lagoon-cocktail.jpg,"""Humanized {Object} with anthropomorphic features like arms, legs, and facial expressions.""",
a2c82b078539bc50b35f0f6b42a78d4c,http://4.bp.blogspot.com/-iUGKoyrUwhA/TcYSQbJd7dI/AAAAAAAAIZE/kiuBh0E9d9s/s640/30+World%2527s+Most+Creative+Delicious+Smallest+Dishes+%25286%2529.jpg,"""Miniature {Object} crafted in such detail that it is placed on top of a finger for scale.""",
98eafc714020b66a1563f226cd108405,https://images.westend61.de/0001133919l/germany-brandenburg-landkreis-havelland-composite-sequence-of-total-lunar-eclipse-of-july-27-2018-with-planet-mars-THGF00068.jpg,"A continuous depiction of {Solar Event} across different stages, showcasing the transition of {Object} through key phases.",
a3bc1e3d90855751f8626216ffbeb604,https://droold.com/wp-content/uploads/thumbs_dir/grenademug1-69o4t3zij9qpurber9faeosjvbveg8c3vhdc3gq19wy.jpg,"""Variations of {Object} in different {Colors} and {Designs} displayed on a black background.""",
9028609200a1e5bd33c3b6a03dce3984,https://render.fineartamerica.com/images/rendered/search/canvas-print/mirror/break/images-medium-5/tree-of-life-michael-volpicelli--canvas-print.jpg,"""Artistic depiction of human anatomy merged with nature, featuring {Body Part} integrated into organic shapes like {Plant} or {Tree}""",
b3a32b43e37c76815d028cf536145595,https://us.123rf.com/450wm/seamartini/seamartini1810/seamartini181000315/109367868-stock-vector-hunting-equipment-and-weapons-icons-vector-rifle-gun-in-holster-arbalest-or-crossbow-arblast-with-op.jpg?ver=6,"Visual representation of different {Type} of {Objects} in various styles, colors, and designs.",
