image_hash,local_path,url_link,caption,download_ok
ed3c7c91c841e2768bf9c713593b940a,review/archive/images\ed3c7c91c841e2768bf9c713593b940a.jpg,https://i.pinimg.com/736x/76/68/aa/7668aac0a752cf8e4a7876984d592d91--tropical-christmas-trees-coastal-christmas.jpg,Creative fusion of {Tree} and unexpected {Seasonal Decorations} for a one-of-a-kind visual effect.,True
f0179de6164d0122bdbf52bb279a776c,review/archive/images\f0179de6164d0122bdbf52bb279a776c.jpg,https://us.123rf.com/450wm/davidzydd/davidzydd1511/davidzydd151100577/47711231-stock-vector-charlotte-city-skyline-silhouette-multicolor-line-art.jpg?ver=6,A detailed outline of a {City Skyline} showcasing various {Buildings} in a vibrant {Color Palette}.,True
fc3068c41f6f9733fd94dd5e04cd39bb,review/archive/images\fc3068c41f6f9733fd94dd5e04cd39bb.jpg,https://us.123rf.com/450wm/bowie15/bowie151309/bowie15130900087/22776276-business-woman-aiming-using-bow-and-arrow.jpg?ver=6,Visuals of individuals aiming for {Target} with {Equipment}.,True
f6b27f58c459342d805416139ba7aaeb,review/archive/images\f6b27f58c459342d805416139ba7aaeb.jpg,http://cdn.shopify.com/s/files/1/0130/8422/products/red_fish_canvas-art-print_large.jpg?5855,"Images showcasing {Action} leading to {Result} to demonstrate progress, change, or departure from the norm.",True
f76046709c9a5830a15b46df00e4129f,review/archive/images\f76046709c9a5830a15b46df00e4129f.jpg,https://i.pinimg.com/736x/6f/7b/4b/6f7b4bdd995c42f7690cd072e355c15d.jpg,Animals sporting handmade {Clothing} with unique {Designs} and {Colors}.,True
e931ad974af313e1999d4d76a073da78,review/archive/images\e931ad974af313e1999d4d76a073da78.jpg,https://blog.feliway.com/hs-fs/hubfs/How%20To%20Stop%20Your%20Cat%20From%20Scratching%20the%20Carpet_2-2.jpg?width=1000&name=How%20To%20Stop%20Your%20Cat%20From%20Scratching%20the%20Carpet_2-2.jpg,Pictures showcasing {Cat} engaging with a {Scratching Post} on a {Surface}.,True
effa9ae0fa5da83de8d07260db84bcac,review/archive/images\effa9ae0fa5da83de8d07260db84bcac.jpg,https://us.123rf.com/450wm/byrdyak/byrdyak1804/byrdyak180400002/98725698-360-degree-view-of-single-blossoming-tree-in-spring-on-rural-meadow.jpg?ver=6,"""360-degree view of {Landscapes} or {Structures} in a spherical panorama, showcasing {Scenery} from all angles.""",True
e4fbe3964df1be508645bbb859b294c0,review/archive/images\e4fbe3964df1be508645bbb859b294c0.jpg,https://i.pinimg.com/736x/d2/38/bc/d238bc7337baa09ea7524102bec9d7b9.jpg,Creative representation of {Scene} with a {Fish} positioned in a {Water Environment}.,True
ef1941c85541f57045dd470aada081cd,review/archive/images\ef1941c85541f57045dd470aada081cd.jpg,https://us.123rf.com/450wm/alphaspirit/alphaspirit1510/alphaspirit151000185/47210548-executive-operates-with-simplicity-his-business-team.jpg?ver=6,Visuals of {Person} pointing to a hand-drawn {Scene/Concept} that reflects their {Thought/Idea}.,True
ec0753d78576da91a15bff7d7c9a7311,review/archive/images\ec0753d78576da91a15bff7d7c9a7311.jpg,https://www.saalbach.com/stories-fotos/White%20Style/image-thumb__476952__lightbox-teaser-img/WhiteStyle_2016_Matt_Jones_2nd_place_Photo_Christoph_Laue.jpeg,Skilled riders perform daring {Stunt} on their {Bike} over a {Surface}.,True
f13f834f33aaa969e6fed6890ccb5243,review/archive/images\f13f834f33aaa969e6fed6890ccb5243.jpg,https://img.freepik.com/free-vector/slice-watermelon-cartoon-vector_53876-76188.jpg?size=338&ext=jpg,"""Illustration of anthropomorphic {Fruit} with human-like features such as legs and facial expressions.""",True
f93304d0964a3be6e870fa1726901639,review/archive/images\f93304d0964a3be6e870fa1726901639.jpg,https://i2.wp.com/bikeaospedacos.com.br/wp-content/uploads/2021/10/red-bull-rampage-nesta-sexta-com-transmissao-ao-vivo-e-em-portugues-1.jpg?resize=980%2C400&ssl=1,"Stunts performed with {Bike} on uneven terrain, showcasing {Rider} in mid-air with an adventurous backdrop as the setting.",True
ecbe3667dbf9c95410aaae4a48d8deda,review/archive/images\ecbe3667dbf9c95410aaae4a48d8deda.jpg,https://3.bp.blogspot.com/-pbVGXa3hM40/VPr7cqfVlAI/AAAAAAAACUA/wloDPnS6STM/s1600/pine00.jpg,"A stunning view from outer space of {Object}, showcasing its surroundings against the backdrop of Earth and the sun.",True
e63f6a2185c0dbf25915cd30dbd8f418,review/archive/images\e63f6a2185c0dbf25915cd30dbd8f418.jpg,https://www.thoughtco.com/thmb/PmAWM3aTzS-GZi6YvtwOTooHp_0=/768x0/filters:no_upscale():max_bytes(150000):strip_icc()/Apollo8-earthrise-clr-3000-3x2Nasa-5a92e427ff1b780037f909f7.jpg,"The {Celestial Body} captured from the vantage point of the {Spacecraft}, with a backdrop of the {Black Sky}.",True
fccb407244818cb4573be8075adedc73,review/archive/images\fccb407244818cb4573be8075adedc73.jpg,https://www.interestinginsects.com/static/img/butterfly-hatching-730.jpg,A comprehensive portrayal of the {Living Organism}'s metamorphosis from its initial stage to its mature form through various transitional phases.,True
f62852779212603d96210013611bfa1a,review/archive/images\f62852779212603d96210013611bfa1a.jpg,https://us.123rf.com/450wm/bswei/bswei1312/bswei131200146/24601279-businessman-climbing-on-wooden-ladder-to-cloud-house-with-city-view.jpg,Visuals showing {Person} climbing toward a {Target} situated at a distance or high above.,True
edd38ba03b58b3ad4fdce29ce6364c20,review/archive/images\edd38ba03b58b3ad4fdce29ce6364c20.jpg,https://us.123rf.com/450wm/tai11/tai111506/tai11150601109/41360684-un-grand-groupe-de-personnes-dans-la-forme-de-symboles-abstraits-isol%C3%A9-fond-blanc-.jpg?ver=6,"Groups of {People} shaped into the letterforms {Letter 1}, {Letter 2}, {Letter 3} using a creative layout.",True
e699eb5f80a49467733cd08230692473,review/archive/images\e699eb5f80a49467733cd08230692473.jpg,https://img3.stockfresh.com/files/c/cienpies/m/91/1921477_stock-photo-isolated-diversity-tree-hands.jpg,A tree design made from {Hands} in various {Colors} and {Positions}.,True
df4956b1f614483cb551ab998a7b9f99,review/archive/images\df4956b1f614483cb551ab998a7b9f99.jpg,https://us.123rf.com/450wm/adam121/adam1211811/adam121181101194/111656595-young-businessman-sitting-on-house-chimney-with-smartphone-in-hands.jpg?ver=6,Visuals depicting {Person} utilizing {Tool/Platform} to reach out to {People/Concept/Object} in a creative way.,True
e710eb7f719dfdce8c721e39e1344b95,review/archive/images\e710eb7f719dfdce8c721e39e1344b95.jpg,https://img.freepik.com/free-vector/fitness-vegetables-cartoon-characters_204595-327.jpg?size=626&ext=jpg,"Creative illustrations of {Vegetables} engaging in various {Activities}, showcasing unique interactions with objects like {Exercise Equipment} and {Sports}.",True
eda46f8ed7a4fbfa37760354634bbc86,review/archive/images\eda46f8ed7a4fbfa37760354634bbc86.jpg,https://www.treehugger.com/thmb/8DOr3PKFGm_0ugRLY94lPtu1mAg=/2048x2048/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__mnn__images__2018__05__two_dogs_share_stick-db101bee57ee4e3d94bc2214f580b653.jpg,Two {Animals} sharing a {Stick} and smiling together in an outdoor scene.,True
f3477ded01f4c3c77447d2786c9658e9,review/archive/images\f3477ded01f4c3c77447d2786c9658e9.jpg,https://s3.amazonaws.com/assets.cce.cornell.edu/slides/8369/image/sized/bugwood5382310-ppt.jpg?1413955310,Using {Coin} as a size reference for {Object}.,True
ece7301b888cbce4696777810d599a6a,review/archive/images\ece7301b888cbce4696777810d599a6a.jpg,http://img.timeoutshanghai.com/201611/20161101060840378.jpg,A cosplayer in a {Character} outfit showcasing their passion for {Theme} with a {Device}.,True
e28fd9dcbd7340fc57e1e798d3098493,review/archive/images\e28fd9dcbd7340fc57e1e798d3098493.jpg,https://i.pinimg.com/736x/be/e0/23/bee023f0493e06d6675e5f52cf147eac--lemurs-animals-in-clothes.jpg,"A portrait of a person with a {Animal} head, displaying a unique mix of {Character} and {Nature}.",True
eab9718442e49f681ea9d88e53ffa8b8,review/archive/images\eab9718442e49f681ea9d88e53ffa8b8.jpg,"https://static.wixstatic.com/media/678ff3_74c63a06779c42ef81d02a37caa06937.jpg/v1/fill/w_511,h_511,al_c,q_80,usm_0.66_1.00_0.01/678ff3_74c63a06779c42ef81d02a37caa06937.jpg","A steampunk-inspired design of a {Animal} featuring intricate details like gears, cogs, and other mechanical elements.",True
eeac8a2244faceedd3a4f96bc156a8e4,review/archive/images\eeac8a2244faceedd3a4f96bc156a8e4.jpg,https://us.123rf.com/450wm/martinak/martinak1404/martinak140400118/27106643-white-and-wild-rice-shaped-as-yin-yang-symbol-with-chopsticks-on-dark-wooden-background-asian-cultur.jpg?ver=6,A visual representation of the {Yang} and {Yin} balance using {Objects} in a balanced composition.,True
e2840d4faae37e2a68fbab19e7630b62,review/archive/images\e2840d4faae37e2a68fbab19e7630b62.jpg,https://i.pinimg.com/736x/a1/f3/81/a1f3819f67554ec2b06381624c8ca11a.jpg,Unique artistic creations made from {Materials} to mimic imaginative {Animals}.,True
f7cccb7ab7fae53c9adb4849d2d576ca,review/archive/images\f7cccb7ab7fae53c9adb4849d2d576ca.jpg,https://media-cdn.tripadvisor.com/media/photo-s/05/b7/63/7a/amaris-hotel.jpg,A cleverly designed {Device} that uses {Object} to perform a task in an unexpected and artistic way.,True
e9218d6b0c09474c299f3d7388f2be72,review/archive/images\e9218d6b0c09474c299f3d7388f2be72.jpg,https://photos.smugmug.com/Broken/i-8KFmhtK/0/M/KT_F%20Hole%20in%20the%20Wall-M.jpg,"""Rustic {Structure} with an unevenly shaped {Opening} exposing the {Background} outside.""",True
f952ec615055b7c9aa58c9f013111711,review/archive/images\f952ec615055b7c9aa58c9f013111711.jpg,https://live.staticflickr.com/8399/8641628705_742a7d4d6e.jpg,A series of {Structures} in descending heights creating a mesmerizing visual effect.,True
f4a9ff4f69db1d8a8809ab5669329e3b,review/archive/images\f4a9ff4f69db1d8a8809ab5669329e3b.jpg,https://i.etsystatic.com/5393703/d/il/3ecd82/2406566111/il_340x270.2406566111_k4vn.jpg?version=0,Creative designs featuring {Object} styled with {Accessories} in imaginative ways.,True
e92dd833e3472eeb6b93df445879966b,review/archive/images\e92dd833e3472eeb6b93df445879966b.jpg,https://www.dgwildlife.com/img/s/v-10/p4133737345-4.jpg,"""Creative representation of {Animals} engaging in human-like activities or interactions.""",True
e78219c9cccc2ef4266c56a4fd31112a,review/archive/images\e78219c9cccc2ef4266c56a4fd31112a.jpg,https://mymodernmet.com/wp/wp-content/uploads/2020/09/leaf-art-lito-leafart-1.jpg,Creative use of {Material} to craft representations of {Object}.,True
e637fa2e3f67e17fc9c2e791bcf12462,review/archive/images\e637fa2e3f67e17fc9c2e791bcf12462.jpg,https://cdn.shopify.com/s/files/1/2392/6173/products/04d5b7e0-5519-43c5-aacd-d892d1d5e9ff_1090x@2x.jpg?v=1575725737,A long-exposure shot capturing star trails and showcasing {Tree} as a focal point in the night sky.,True
e7e77c1ab98f73a63c4d8922d5b1abf5,review/archive/images\e7e77c1ab98f73a63c4d8922d5b1abf5.jpg,https://img-fotki.yandex.ru/get/509531/361085784.8fa/0_1b2a50_7f3412dc_orig.Jpg,Unusual imagery of {Object} interacting with {Liquid} in a visually striking manner.,True
ea184053f2b9fb4e2cf2f617e5d1c25f,review/archive/images\ea184053f2b9fb4e2cf2f617e5d1c25f.jpg,https://www.great-pictures-of-cats.com/image-files/cats-funny-pictures-3.jpg,"Animals discovered in unexpected {Locations}, showcasing curiosity and playfulness.",True
f1a36bcf5b3865d19428f524636f3cab,review/archive/images\f1a36bcf5b3865d19428f524636f3cab.jpg,https://us.123rf.com/450wm/orla/orla1812/orla181200035/118899048-a-tap-over-a-bowl-with-a-golden-fish-the-concept-of-rescue-this-is-a-3d-render-illustration.jpg?ver=6,A creative depiction of {Object} being used as a channel for {Fluid}.,True
e0fdcef8896d199a6a743347b32ae06b,review/archive/images\e0fdcef8896d199a6a743347b32ae06b.jpg,https://pix.avax.news/avaxnews/d5/5a/00045ad5_medium.jpeg,Long-exposure photos capturing the movement of {Stars} around {Tree} against a {Background Scene}.,True
ed8294c17d9f88574601f31b41c1a16c,review/archive/images\ed8294c17d9f88574601f31b41c1a16c.jpg,http://kaijabeishline.com/wp-content/uploads/2017/04/img_7856.jpg,"A thrilling jump off a {Height} cliff into the {Water Environment}, with others observing or preparing for their turn nearby.",True
e2d44a0f13baa10c03fb15f79e2b75dd,review/archive/images\e2d44a0f13baa10c03fb15f79e2b75dd.jpg,http://static.boredpanda.com/blog/wp-content/uploads/2015/12/star-wars-lunches-for-kids-lunchbox-dad-thumb.jpg,"Creative lunchbox designs incorporating {Food Items} to form shapes like {Characters}, {Animals}, or {Themes}.",True
e5f75a1571bc6e212fd558ccae1fe211,review/archive/images\e5f75a1571bc6e212fd558ccae1fe211.jpg,http://www.technocrazed.com/wp-content/uploads/2015/11/901-Star-Wars-Stormtroopers-l-640x1136.jpg,"Creative use of {Objects} to resemble {Humans} engaging in everyday activities like {Washing Hair}, {Drying Clothing}, and {Ironing Clothes}.",True
feaa1074302730e0e633d59957038006,review/archive/images\feaa1074302730e0e633d59957038006.jpg,https://ak1.ostkcdn.com/images/products/16721223/P23035519.jpg,"""Portrait of a {Dog Breed} seated on an elegant {Chair} in a vintage {Setting}""",True
e310096e987b7283538ff61200a6190a,review/archive/images\e310096e987b7283538ff61200a6190a.jpg,https://us.123rf.com/450wm/adogslifephoto/adogslifephoto1504/adogslifephoto150400052/38566089-closeup-photo-of-a-cute-dog-wearing-christmas-reindeer-antlers.jpg?ver=6,Animals adorned with {Reindeer Antlers} to represent {Seasonal or Festive Theme}.,True
ffd9b8af6f5d64db6b6dab4d2efa5caa,review/archive/images\ffd9b8af6f5d64db6b6dab4d2efa5caa.jpg,https://cdn4.eyeem.com/thumb/c744a760e430b85001a8377b03f17725f1940ac7-1543321078998/w/350,"The shadow of a {Tree} projected onto a {Surface}, forming a striking silhouette against sunlight.",True
f31f59efd0d6d241bd89f842d0cf9fda,review/archive/images\f31f59efd0d6d241bd89f842d0cf9fda.jpg,https://imgix.bustle.com/uploads/image/2019/9/16/9a1dea83-f8e2-4f43-aa45-7747d75b22b9-il_794xn1722355609_kjwo.jpg?w=400&h=383&fit=crop&crop=faces&auto=format%2Ccompress,Animals adorned with {Unicorn Horn} to mimic the magical {Color} and {Appearance} of unicorns.,True
e418b9638122d79354b6d7459c209c2c,review/archive/images\e418b9638122d79354b6d7459c209c2c.jpg,https://assets.saatchiart.com/saatchi/420895/art/1909579/1045823-6.jpg,"""Creative fusion of human forms with artistic depictions of {Animal} features.""",True
e9d5a9d5a4b9aa94aa761b68f5c15840,review/archive/images\e9d5a9d5a4b9aa94aa761b68f5c15840.jpg,https://trendatmosphere.files.wordpress.com/2016/02/collage-antonio-mora-ta-7.jpg,The integration of {Human Face} and {Natural Elements} into a single artistic depiction.,True
fc243ea76c7c4291aee3296ea9949076,review/archive/images\fc243ea76c7c4291aee3296ea9949076.jpg,https://us.123rf.com/450wm/madllen/madllen1303/madllen130300422/18545230-heart-healthy-of-fresh-shrimp-on-a-salad-lettuce-isolated-on-white-background.jpg,"A heart-shaped composition made with {Food Items}, emphasizing {Arrangement} and {Presentation}.",True
f436407c7327b61dd5d50424323fb0b6,review/archive/images\f436407c7327b61dd5d50424323fb0b6.jpg,https://2shopper.files.wordpress.com/2015/03/874_3_danmug-5.jpg?w=600&,"Visuals showcasing {Object} in its original and altered states, transformed by {Environment} or {Temperature}.",True
fbea11b3a6a6d6544affab3211ff1fc1,review/archive/images\fbea11b3a6a6d6544affab3211ff1fc1.jpg,https://us.123rf.com/450wm/ipanki/ipanki1602/ipanki160200205/51458515-zentangle-stylized-tiger-face-hand-drawn-doodle-vector-illustration-isolated-on-white-background-ske.jpg?ver=6,An intricately designed {Animal} artwork with elaborate {Patterns} and detailed {Features}.,True
f39baa5961ba30fc1943d0cd737c73e3,review/archive/images\f39baa5961ba30fc1943d0cd737c73e3.jpg,https://us.123rf.com/450wm/magicleaf/magicleaf1810/magicleaf181003977/110280680-vector-design-of-burger-and-sandwich-logo-set-of-burger-and-slice-vector-icon-for-stock-.jpg?ver=6,"""Breakdown of a {Food Item} featuring individual components: {Ingredient 1}, {Ingredient 2}, {Ingredient 3}, assembled into a complete {Dish}""",True
fd8279bd3699ba4f11d6d65acb41be17,review/archive/images\fd8279bd3699ba4f11d6d65acb41be17.jpg,https://dspncdn.com/a1/media/692x/a3/9d/fa/a39dfac43ccd21003db7542d99413cda.jpg,"""Light painting of {Figurine} with long exposure effects forming dynamic shapes against a dark background.""",True
e49bf7c184e88437e6c98b7ace1c798b,review/archive/images\e49bf7c184e88437e6c98b7ace1c798b.jpg,https://us.123rf.com/450wm/aquamarine1paint/aquamarine1paint1911/aquamarine1paint191100147/133315489-vector-illustration-with-people-walk-with-dog-on-a-leash-canine-tracks-in-the-shape-of-heart-on-whit.jpg?ver=6,Visual representation of {Person} and {Animal} surrounded by tracks from their {Foot},True
f1ce1051924e22d851ed972f6a23e87a,review/archive/images\f1ce1051924e22d851ed972f6a23e87a.jpg,https://jonathanbaxter.files.wordpress.com/2012/06/dsc_0214.jpg?w=744,Creative representation of {Object} merging with a {Scene/Object} in an unexpected and imaginative manner.,True
efcda0d0b8bad6595d7adfd806c527d7,review/archive/images\efcda0d0b8bad6595d7adfd806c527d7.jpg,https://a.1stdibscdn.com/sanseviero-sculptures-4-blue-boxes-illusion-sculpture-28x16-metal-and-enamel-for-sale-picture-2/a_2082/a_33041331536946311220/Sanseviero_4_Blue_Boxes_2018_front_master.jpg?width=768,"An artistic arrangement of {Shapes} featuring unique patterns and perspectives, produced with a focus on {Color} and {Geometry}.",True
eab8d35711dd89bad1ac5a65990d55fb,review/archive/images\eab8d35711dd89bad1ac5a65990d55fb.jpg,https://lh4.googleusercontent.com/-Zz2NhoJtk9k/TYdmXqaiq6I/AAAAAAAAOzg/GhA6hvqyETM/s1600/12.jpg,"""Statues portraying {Human Figures} in dynamic interactions with {Animals} or {Objects} in natural or symbolic settings.""",True
e1e25461f7ca57af4995b2446dc4fa44,review/archive/images\e1e25461f7ca57af4995b2446dc4fa44.jpg,https://i.pinimg.com/736x/48/97/dd/4897dd22bb121da0927bc6815a684948.jpg,Artistic wireframe sculptures of {Animal} designs showcased with fine attention to detail and unique patterns.,True
f730431cc923d28164ab38278e00bf38,review/archive/images\f730431cc923d28164ab38278e00bf38.jpg,https://us.123rf.com/450wm/stalkerstudent/stalkerstudent1511/stalkerstudent151101655/48091745-hospital-bed-vector-flat-illustration-eps-10.jpg?ver=6,Graphic representations of {Object} with different {Colors} to signify various {Concepts} or {Themes}.,True
ebd67189cf79d3ab02d0a14cbb5c4247,review/archive/images\ebd67189cf79d3ab02d0a14cbb5c4247.jpg,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",True
e3033baff84e6bc612a5ecaefe9d2f94,review/archive/images\e3033baff84e6bc612a5ecaefe9d2f94.jpg,https://www.romanticasheville.com/sites/default/files/u13/tryon-WEG-2018-FEI.jpg,Synchronized acts performed by {Performers} on {Animal} in front of an attentive {Audience}.,True
e054bb782d9bf42c88f8ee4fc4c8c62a,review/archive/images\e054bb782d9bf42c88f8ee4fc4c8c62a.jpg,https://st4.depositphotos.com/12985848/21125/i/450/depositphotos_211257240-stock-photo-young-ballerina-black-bodysuit-talc.jpg,"Captured in motion, {Body Part} interacts with {Material} against a dark backdrop.",True
efb7a46ea998c0e3fd3fcaa148b4e5ab,review/archive/images\efb7a46ea998c0e3fd3fcaa148b4e5ab.jpg,https://www.dzstatue.com/data/watermark/20210331/606420dc86e5b.jpg,Unique sculptures combining {Figures} into imaginative {Artworks} with distinct {Themes} and {Styles}.,True
f7a829fad79772994d2abe53177f4e93,review/archive/images\f7a829fad79772994d2abe53177f4e93.jpg,http://static9.depositphotos.com/1010535/1178/i/450/depositphotos_11783955-coffee-cup-image-made-up-of-coffee-beans-on-sack.jpg,A creative use of {Creative Object} made from {Ingredients} on a {Surface}.,True
f15b2be8b9f85a5ab560c727601890fe,review/archive/images\f15b2be8b9f85a5ab560c727601890fe.jpg,https://static5.depositphotos.com/1000419/464/v/380/depositphotos_4642976-stock-illustration-four-seasons-spring-summer-autumn.jpg,A collection of {Seasons} featuring {Trees} with varying {Leaves} and {Flowers} in different {Colors}.,True
ebee947c663d7c1e66065c1dc8e38f6c,review/archive/images\ebee947c663d7c1e66065c1dc8e38f6c.jpg,https://bagcraft.uk/wp-content/uploads/2018/02/soake_rainbow_bcspprain_pagoda1.jpg,A circular design showcasing alternating segments of {Color} arranged in a {Theme/Pattern}.,True
dfc8461a7c295ee78be76da35b0521b4,review/archive/images\dfc8461a7c295ee78be76da35b0521b4.jpg,https://us.123rf.com/450wm/irynav/irynav1906/irynav190600063/125291999-santa-hat-on-tennis-ball-on-white-snow-background-merry-christmas-and-new-year-concept-with-tennis-b.jpg?ver=6,A {Creative Object} styled like a Christmas tree complete with a {Hat} for a festive touch.,True
f6126f0461fa49ffabcabc65cd9e34ef,review/archive/images\f6126f0461fa49ffabcabc65cd9e34ef.jpg,https://farm4.staticflickr.com/3507/3312887496_7def5172d1.jpg,A lineup of {Objects} evenly spaced on a uniform {Background}.,True
fa444794ee5724b8502758e6aa953dbc,review/archive/images\fa444794ee5724b8502758e6aa953dbc.jpg,https://www.ignant.com/wp-content/uploads/2015/01/Amy_Judd_Painting_14-360x288.jpg,Artwork showcasing {Human Figure} with an {Animal} fused into their body.,True
e7f2cd43be3e6c07606985177fdcad1c,review/archive/images\e7f2cd43be3e6c07606985177fdcad1c.jpg,https://i.dailymail.co.uk/i/pix/2012/05/05/article-2139669-12EDFCC6000005DC-244_634x415.jpg,Performances showcasing {Animal} dressed in {Human Clothing} interacting with objects typically held by humans.,True
edb2cbc498810c951d1e3a6bffde1c03,review/archive/images\edb2cbc498810c951d1e3a6bffde1c03.jpg,https://www.chroniclelive.co.uk/incoming/article17546982.ece/ALTERNATES/s510b/0_CFR_NJL_100120gym_01.jpg,Creative displays of balancing {Object} on the {Surface} for a visually captivating effect.,True
e3487f2c0a81812d18b107e28cef299c,review/archive/images\e3487f2c0a81812d18b107e28cef299c.jpg,https://i.etsystatic.com/il/0d9990/1008830964/il_340x270.1008830964_e6m2.jpg,Visuals showcasing {Animal} blending seamlessly with human-related {Objects} in imaginative scenes.,True
fee903515296997599f5c0bf61cafbd8,review/archive/images\fee903515296997599f5c0bf61cafbd8.jpg,https://img1.10bestmedia.com/Images/Photos/341946/Goat-Yoga_54_990x660.jpg,"People practicing {Activity} surrounded by {Animals}, creating a peaceful and engaging atmosphere.",True
e0fa6b5ae10efedbd0d7132ab05cf39f,review/archive/images\e0fa6b5ae10efedbd0d7132ab05cf39f.jpg,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",True
f50cc8a671aefa3fe4377af383e7eca1,review/archive/images\f50cc8a671aefa3fe4377af383e7eca1.jpg,"https://artlogic-res.cloudinary.com/w_690,c_limit,f_auto,fl_lossy/artlogicstorage/rebeccahossack/images/view/96d920f8ec0f6b41b4fadc6dfcd0abd3j.jpg",Creative fusion of {Animal} characters adorned with {Human Clothing Items}.,True
f437b45f3f6085b94baff1dc88b47a51,review/archive/images\f437b45f3f6085b94baff1dc88b47a51.jpg,http://st.depositphotos.com/1000423/1456/i/450/dep_14563177-Human-eye-on-grey-background.jpg,A visually striking black-and-white image featuring a {Color} accent in the form of an eye or flower.,True
ed83ebbc55d3e4338818b3dbb02fe695,review/archive/images\ed83ebbc55d3e4338818b3dbb02fe695.jpg,https://i.dailymail.co.uk/i/pix/2017/10/18/21/4577E3A800000578-0-image-a-108_1508356961338.jpg,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,True
ee7fde2f1a7f5376e82382a60bb2f312,review/archive/images\ee7fde2f1a7f5376e82382a60bb2f312.jpg,https://images-na.ssl-images-amazon.com/images/I/61sXv8NAtrL._AC_SL1000_.jpg,Creative artwork featuring anthropomorphic {Animal} holding anthropomorphic {Food}.,True
ecaa35a1300f89adaeb4bf787dc6a11a,review/archive/images\ecaa35a1300f89adaeb4bf787dc6a11a.jpg,http://images.fineartamerica.com/images-medium-large-5/hiding-in-my-jeans-donna-tucker.jpg,"""Creative artwork featuring {Animal} interacting with {Clothing} in unique and unexpected ways.""",True
