image_hash,family_shown,assigned_family,decision,notes,url_link,caption
e2c548634699e005593eff2f73406127,compositional_formation,,fits,,https://cdn11.bigcommerce.com/s-t5mzvifm/images/stencil/760x760/products/472/685/1BACFPT42-a__53881.1463085504.jpg?c=2,"A {Tree} shape crafted from {Fruits}, with an array of {Colors} and {Types} arranged at the base."
e7f63221a461e5fa2e784ea0ce20137e,compositional_formation,,discard,,https://images.assetsdelivery.com/compings_v2/bennymarty/bennymarty2005/bennymarty200500008.jpg,Statue of {Figurine} wearing a {Face Mask} as a symbol for {Protection} or {Safety}.
f744ed60b2bfad7654d0e5830784ef78,compositional_formation,,discard,,https://us.123rf.com/450wm/rolffimages/rolffimages1512/rolffimages151200064/50071317-face-clouds.jpg?ver=6,"A creative collage using {Landscape}, {Natural Elements}, and {Animals} to craft a dreamy {Scene}."
ece780da732cddd0812c30257270852a,compositional_formation,,fits,,https://media01.stockfood.com/previews/MjIzNDA4OA==/00186174-Food-collage-Vegetable-face-on-plate.jpg,"""Creative use of {Food Items} to form a {Face} with elements like {Eyes}, {Nose}, and {Mouth}."""
f4afc111c8a89481bc929830c0c8deb6,compositional_formation,,discard,,https://icon2.kisspng.com/20181106/rzy/kisspng-flag-of-china-national-flag-vector-graphics-map-wechat-e-quotguanxiquot-innextinnext-fresh-5be21a9d83f174.2994036915415446055404.jpg,The outline of {Country} featuring the flag's {Symbol} and {Colors}.
fa47ad7edf121b34a95477cd08191028,compositional_formation,,fits,,http://ak1.ostkcdn.com/images/products/10240491/Kitten-Ice-Cream-Cone-Zip-around-Wallet-6f114edc-3528-490b-9496-ac8d38843e22_600.jpg,"A unique design of {Object} shaped like a stacked arrangement of {Variation 1}, {Variation 2}, and {Variation 3}."
fcf64b896281ee592272484f5a4bf654,compositional_formation,,discard,,http://render.fineartamerica.com/images/rendered/medium/greeting-card/images-medium-5/yin-yang-vegetables-art-on-white-background-eti-reid.jpg,A creative design of a {Symbol} assembled from various {Objects}.
ef8e98539fa388413e99540d4a4ed904,compositional_formation,,discard,,https://www.einrichten-design.com/thumbnail/27/28/d2/1597953955/seletti_monkey_sitting_lamp_jpg.jpg_1_1920x1920.jpg,Unique lamp designs shaped like {Object} with a realistic appearance and functional lighting.
df692908be073e43e66f5519b1b9505b,compositional_formation,,discard,,https://images2.opb.org/c_limit%2Cg_west%2Ch_1000%2Cq_90%2Cw_640/totality_wide_smaller.jpg,"""Creative alignment of {Person} and {Landscape Element} to form an imaginative perspective of {Scene}"""
fc243ea76c7c4291aee3296ea9949076,compositional_formation,,fits,,https://us.123rf.com/450wm/madllen/madllen1303/madllen130300422/18545230-heart-healthy-of-fresh-shrimp-on-a-salad-lettuce-isolated-on-white-background.jpg,"A heart-shaped composition made with {Food Items}, emphasizing {Arrangement} and {Presentation}."
fa87e3d1cdab2ee1dbe2a96164400c5a,compositional_formation,,discard,,https://cdn.shopify.com/s/files/1/0312/2305/products/ZEROUP-Round-Photos-Glass-Cabochon-Jewelry-Finding-fit-Cameo-Blank-Settings-Supplies-for-Jewelry-Components-28.jpg?v=1531553388,"An arrangement of {Objects} featuring diverse {Colors} and {Themes}, displayed both individually and collectively in a grid format."
f45183a63801f6623c8eb6b9c92f08f2,compositional_formation,,discard,,https://cliparting.com/wp-content/uploads/2016/12/Heart-with-stethoscope-clipart-kid-3.jpeg,A {Creative Object} shaped like a heart symbolizing {Concept or Emotion}.
fcb8a2897ce36a83bee2d02657e38695,compositional_formation,,discard,,https://images.saymedia-content.com/.image/ar_8:10%2Cc_fill%2Ccs_srgb%2Cfl_progressive%2Cg_faces:center%2Cq_auto:good%2Cw_620/MTc0MTQ2NjgwOTM1OTQ5NjI3/broccoli-a-true-superfood-vegetable-with-great-health-benefits.jpg,Creative visual representations merging {Fruit} with everyday {Objects} to form unexpected and whimsical arrangements.
f320cb7473a952f7052bc07c22b0bbe1,compositional_formation,,discard,,https://weinteriors.co.uk/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/s/e/seletti-lighting-marcantonio-bird-lamp-14735-bird_lamp_2z6a1778.jpg,Unique table lamps shaped like {Animal} with an illuminated {Light Bulb} as part of their design.
fe06c390ba9eb357622ac5d366537a74,compositional_formation,,discard,,https://www.contemporist.com/wp-content/uploads/2017/01/modern-sculptural-lighting-design-030117-1134-02-800x486.jpg,"Artistic representations of {Objects} placed in balanced arrangements on {Support}, emphasizing harmony and equilibrium."
e8fbe15e1340512757b5d61349d66386,compositional_formation,,discard,,https://i.pinimg.com/736x/ee/1b/96/ee1b9654156851fae87f6332821c6aff.jpg,"""Illustrative designs made from balloons shaped into {Object}, featuring intricate details and vibrant {Color} accents."""
ec55408f9ae97f9e353070a7353972ea,compositional_formation,,discard,,https://us.123rf.com/450wm/zooco/zooco1701/zooco170100001/70460658-top-view-of-a-brain-in-the-form-of-a-red-cartoon-heart-showing-its-two-sides-its-convolutions-and-th.jpg?ver=6,A creative design merging {Symbol} and {Brain} into a {Shape} configuration.
fead385091a3012a73c8f6c8196a939c,compositional_formation,,discard,,https://i.pinimg.com/736x/72/21/01/722101e299f289c3f3a8e3d3dfb4df00.jpg,Creative representation of {Flower} merging with a {Surface} to form a beautiful design on a {Background}.
eb3c86cc456190289df3dbf8d6d2420d,compositional_formation,,discard,,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/881abb6c-5d25-4175-b329-230c52209015/d77vh1f-ef1f4810-ace8-4a49-ac2d-f69d013c5f5c.jpg/v1/fill/w_1024,h_835,q_75,strp/bunny_bento__by_shinjuco-d77vh1f.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl0sIm9iaiI6W1t7InBhdGgiOiIvZi84ODFhYmI2Yy01ZDI1LTQxNzUtYjMyOS0yMzBjNTIyMDkwMTUvZDc3dmgxZi1lZjFmNDgxMC1hY2U4LTRhNDktYWMyZC1mNjlkMDEzYzVmNWMuanBnIiwid2lkdGgiOiI8PTEwMjQiLCJoZWlnaHQiOiI8PTgzNSJ9XV19.F-mOIcxKjwLPFNcoPTqjhm6hKLeXJ1crKODsqDlopgc","Creative arrangement of {Food Items} into artistic shapes of {Objects}, {Animals}, or {Characters} on a black backdrop."
ee350d763ea6fb443774badfde8a4c51,compositional_formation,,discard,,https://assets.hongkiat.com/uploads/creative-baking-stamps/17-creative-baking-stamps.jpg,"Artistic cookie sculptures shaped like various {Animals}, displayed on a {Surface}."
e97285c45babdf9add84a947460ca199,compositional_formation,,fits,,https://st2.depositphotos.com/3008028/5542/i/450/depositphotos_55428959-stock-photo-conceptual-symbol-of-multiracial-human.jpg,A circular arrangement of {Hands} showcasing diverse {Skin Tone} and {Gesture}.
ef212ebb2dd57dd95f6c314b580154d3,compositional_formation,,discard,,https://cdn2.eyeem.com/thumb/f21d78acd6ddce51b6f80f27d4b38fbf9bec9e82-1566549709672/w/750,A creative display of {Object} shaped like a {Symbol}.
fdf59c1bc611a962c6f042cde7704bfd,compositional_formation,,discard,,https://us.123rf.com/450wm/ra2studio/ra2studio1411/ra2studio141100786/33851181-happy-smiley-face-fingers-cheerfully-looking-at-illustration-of-colorful-healthy-vegetables.jpg,Creative use of {Fingers} to illustrate scenes with {Objects} arranged in amusing or imaginative scenarios.
fa079d367b09d510752f1dac0f46d8b0,compositional_formation,,discard,,https://img.posterlounge.co.uk/images/medium/poster-sommer-frucht-melonen-regen-1725675.jpg,"An imaginative representation of an {Object} fused with a real umbrella, forming a unique and artistic fusion."
e28673733d520615fa2d707df0ae63ea,compositional_formation,,discard,,https://www.europeanscientist.com/wp-content/uploads/thumbs/anthony-rossbach-101005-unsplash-38ql2q4mw5u64pgggv7k00.jpg,"A close-up view of a {Leaves} with a {Background Color} to highlight the {Flaw, Texture, or Pattern}."
eb150da9ee4f12d69bce2a418a4b7368,compositional_formation,,discard,,http://lh5.ggpht.com/-fDDrRQpdPZA/TeQyMxmZ4bI/AAAAAAAAK8o/2erRElezE2g/LEGO%252520Star%252520Wars%252520Stormtroopers%252520Soup_thumb.jpg?imgmax=800,Artistic arrangement of {Food} to resemble {Characters} or {Objects}.
e4d8628d8b475bed5210fd7f6dd5fd94,compositional_formation,,fits,,https://worleygig.files.wordpress.com/2013/06/100_2872.jpg?w=571&h=428,A creative display of {Creative Object} made from stacked {Blocks} on a {Background}.
e99c01336f428d62c3445d1053864b14,compositional_formation,,discard,,https://img0.etsystatic.com/213/1/15594839/il_340x270.1245690944_j8bm.jpg,Unique {Flower} arrangements crafted with LEGO bricks in a variety of {Colors} and {Shapes}.
ebb5408257fe0b7ddad9ca0ccbd9a3d8,compositional_formation,,fits,,https://imgix.bustle.com/uploads/getty/2021/8/24/98075d42-0997-4792-b86b-dcd927305d92-getty-89127926.jpg?w=1020&h=576&fit=crop&crop=faces&auto=format%2Ccompress,"Unique shapes created with {Ingredients} and {Arrangement}, forming creative depictions of {Objects} or {Characters}."
f4f20a3df08992bb202cbebba7615e2f,compositional_formation,,discard,,https://salesandmanagement.com/blog/wp-content/uploads/2014/11/Building-Team.jpg,"""Representation of teamwork and collaboration using {People} and {Cultural Symbols/Objects} to form a {Theme or Idea}."""
eb9346db430f6c102c31287116fed679,compositional_formation,,discard,,https://www.telegraph.co.uk/content/dam/news/2018/09/16/TELEMMGLPICT000174402260_trans_NvBQzQNjv4BqJ6RiS5Rjb_N6p5OO4zvskuX_Lxvx6QhqS4EAz6L2_dQ.jpeg?imwidth=450,Blending {Artwork} with real-life {People} to form an engaging 3D illusion.
e12c2f8a4b3450da06e892bebcfbcb60,compositional_formation,,discard,,https://photos.smugmug.com/Lego-adventures/i-8KRzhgH/1/72a7931a/L/521E5299-L.jpg,Imaginative arrangements of LEGO figures interacting with real-world {Objects} to produce amusing scenes.
f1ac2f9acac7bc9d15a515601195a4a4,compositional_formation,,discard,,https://i.pinimg.com/originals/61/2a/e0/612ae0935a4a6e16ce5ae18e3724b3e5.jpg,"""Creative depictions of {Living Organisms} shaped like {Inanimate Objects} to mimic unique {Characters} or {Figures}."""
f861229071c77edcb2cdad5217d3052c,compositional_formation,,discard,,https://h2orevival.files.wordpress.com/2013/06/water-drop-amazing-beautiful-blue-favim-com-683970.jpg?w=1000,A splash of {Liquid} forming a {Shape} upon impact.
fc184b2847f2fce79c0a5aea574a1f62,compositional_formation,,discard,,http://lh6.ggpht.com/-rFEhFNz61Qo/UveQ9uQMXyI/AAAAAAAAED0/e6uNWAZdGjU/diy-wedding-hairstyle-tutorial-for-long-hair-simple-wedding-bow-hairstyle-fiyonk-seklinde-kolay-sac-modeli-nasil-yapilir_thumb%25255B1%25255D.jpg?imgmax=800,"Step-by-step guide for styling {Hairstyle} with {Hair Arrangement}, {Twisting Technique}, and {Finishing Touch}."
ff5940726a793e5a8f4ea9e13a6f691e,compositional_formation,,fits,,http://static.boredpanda.com/blog/wp-content/uploads/2015/05/recycled-metal-sculptures-key-coin-michael-moerkey-thumb.jpg,A creative arrangement of {Objects} assembled into a spherical design.
fdae83317137de60660ec182cebbc109,compositional_formation,,discard,,http://tse3.mm.bing.net/th?id=OIP.h7Acrod4xHO3bhlwEuZt8wHaHa,"Close-up views of {Insect} heads showcasing intricate features such as {Color}, {Pattern}, and {Feather}."
f5ef62b96c70099318a4df17f88c2b74,compositional_formation,,discard,,https://a.abcnews.com/images/Health/HT-Henna-Crown-Yvonne1-MEM-161215_4x3_992.jpg,Unique body art designs showcasing {Pattern} on the {Skin} in elegant and artistic ways.
f8cf828cc20d191a97f47d958a8eb85a,compositional_formation,,fits,,https://img0.etsystatic.com/002/0/7046480/il_570xN.359498852_of9d.jpg,Arrangement of {Utensils} into a {Conceptual Structure} with imaginative designs.
f4bac9c80d7d792fe0ba8dd61a029959,compositional_formation,,discard,,https://us.123rf.com/450wm/abidal/abidal1609/abidal160900082/64471621-human-body-anatomy-of-a-female-woman-muscular-anatomy-isolated--3d-render-of-the-face-neck-and-chest.jpg?ver=6,"A detailed anatomical depiction of the {Body Part}, showcasing the {Muscles}, {Bones}, and {Joints} in a realistic arrangement."
f844a6ad2a6e9c4e9c1b18804ac753de,compositional_formation,,fits,,https://edc2.healthtap.com/ht-staging/user_answer/avatars/1309938/large/open-uri20130821-19144-x07ndg.jpeg?1386596227,Creative design of {Tree} with foliage crafted from repeated {Symbol or Object}.
fb19ab1775daf34c1969a812f74f6480,compositional_formation,,fits,,https://i.etsystatic.com/7713388/d/il/79a5a8/1981417010/il_680x540.1981417010_4oxp.jpg?version=0,Artistic portrayal of {Animal} forming a {Heart Shape} symbolizing {Love}.
f43740a03b61d83b4650060cbba1652a,compositional_formation,,discard,,https://us.123rf.com/450wm/josefkubes/josefkubes1808/josefkubes180800117/106440976-sandstone-rock-sculptures-devils-heads-near-zelizy-czech-republic.jpg?ver=6,Unusual rock formations shaped like {Faces} in natural or {Scenes} environments.
f8f34c976a2907c9aae9d0cb95d6899d,compositional_formation,,discard,,https://assets.plainpicture.com/public-ec8/images/medium/med-p300m2114916.jpg,The {Shadow} on the ground forms the shape of the {Person/Object} when lit by sunlight.
f23cd149db95997372c78ab23bba4c5f,compositional_formation,,discard,,https://www.fedweek.com/wp-content/uploads/whistle987.jpg,Visuals showing {Symbol} for representing {Concept} in a clear and symbolic manner.
e33b0fac5428a9341b83cfdc7228b6bb,compositional_formation,,discard,,http://www.velo-design.com/wp-content/uploads/2016/12/velo-pieces-detachees.jpg,A collection of individual {Object} pieces assembled into a complete {Object Type}.
e821262190c93b554ba628c701eca511,compositional_formation,,discard,,https://cdn.shopify.com/s/files/1/2084/5395/products/IMG-20191107-WA0021_2048x2048.jpg?v=1573130901,"""Creative use of miniature {Objects} to form realistic natural landscapes featuring {Plant Elements}, {Rock Formations}, and {Floral Arrangements}."""
e8f952eeb33b33aaefe8127abff802ca,compositional_formation,,discard,,https://cdn.shopify.com/s/files/1/1337/9321/products/bike_earring5_large.jpg?v=1477098373,Unique {Accessory} earrings shaped like different {Objects}.
e2957c7bd5102d14502a6183e1f9bcf1,compositional_formation,,discard,,https://cdn.shopify.com/s/files/1/0022/1999/9281/products/HJ-1797-Angler-Fish-floor-puzzle-2_f913dfaf-529a-45e0-b636-a5a858c830a4_512x512.jpg?v=1585719917,"An unfinished puzzle depicting a {Subject}, with several pieces still missing from the overall arrangement."
e7857f4b0883efee71d0569d0d442441,compositional_formation,,discard,,https://karenweikert.com/wp-content/uploads/2019/01/iStock-186843438_600_sq.jpg,Creative integration of {Object} with everyday items to produce unique and unexpected {Scenes/Arrangements}.
e8002c1576fe3139da05b4d10e585af8,compositional_formation,,discard,,https://smiffpic.files.wordpress.com/2015/06/kissing-cherries.jpg?w=590&h=327,Creative presentation of {Objects} to form an imaginary {Face}.
ef627e29095ef3964e0e9681577c4868,compositional_formation,,fits,,https://us.123rf.com/450wm/alphaspirit/alphaspirit1711/alphaspirit171100024/89052361-aerial-view-of-people-forming-the-shape-of-a-christmas-tree-3d-rendering.jpg?ver=6,A gathering of {People} forming a {Shape}.
f6ea18796009d2f981be1c42a9b57b78,compositional_formation,,discard,,http://thegreendivas.com/wp-content/uploads/2013/09/AppleHeart1.jpg,A {Fruit} with a carved {Symbol} design etched into its surface.
e4c77294740117c0a021d8acafc4393c,compositional_formation,,discard,,https://www.betterphoto.fun/uploads/processedSourceFromOldServer/0017/0402271852121twin_moons_reflections.jpg,"A serene view of {Object} partially submerged in a {Surface}, forming a visually striking composition."
e439da05427b410c1f832742dc38c5a8,compositional_formation,,fits,,http://static7.depositphotos.com/1006480/683/v/950/depositphotos_6838608-Set-of-Colorful-Art-Pencils.jpg,A collection of {Objects} arranged in a circular formation with varying {Colors} or {Patterns}.
e01bcb3de8a5118f72f01cf2fb704593,compositional_formation,,discard,,https://img0.etsystatic.com/062/1/8384145/il_fullxfull.799829042_sh5u.jpg,People wearing low-poly designs of {Animal} masks made from paper.
e79ae1196097a1e758d42426856eae47,compositional_formation,,fits,,https://us.123rf.com/450wm/helios8/helios81505/helios8150500053/40076976-human-eye-composed-of-the-tools-and-screw-on-a-dark-background.jpg?ver=6,"A creative composition made using {Recycled Materials}, forming an {Object} with imaginative flair."
eb01074c497c854bb86f5a982308665a,compositional_formation,,discard,,https://pbs.twimg.com/media/DAsK_JmXgAAnQub.jpg,An artistic creation made with {Brick-Like Elements} arranged into a detailed depiction of {Person/Animal} or {Scene}.
fe2aacf886362ed2516553a98d1a4680,compositional_formation,,discard,,https://susanrushtondotnet.files.wordpress.com/2019/08/flowerpotmen.jpg?w=525,"Creative arrangements of {Pottery} shaped like {Characters}, {Animals}, or {Objects} in nature-inspired scenes."
e17573b3ab479c473bad12b4e7b40224,compositional_formation,,discard,,https://media.istockphoto.com/photos/gold-toilet-paper-with-a-crown-on-a-black-background-a-concept-on-the-picture-id1219166235?b=1&k=20&m=1219166235&s=170667a&w=0&h=FMa5vIfvm-szLwya1v5w44YfrrKy6F5nR3Z87KGxkKo=,Visuals showcasing {Object} with a {Symbol} to illustrate the concept of {Concept}.
e699aa64e6769ad4f830416bde922cb0,compositional_formation,,discard,,https://twizz.ru/wp-content/uploads/2015/11/tulip-fields-lisse-netherlands.jpg,"An aerial view of {Landscape} showcasing arranged patches of {Vegetation}, {Buildings}, and {Roads}."
e41101b86180e9cd957adf83826f9f00,compositional_formation,,discard,,https://us.123rf.com/450wm/deyangeorgiev/deyangeorgiev1301/deyangeorgiev130100780/17515419-heart-shape-closeup-carved-in-red-apple.jpg,A {Fruit} with a carved-out {Symbol} that resembles a {Character} or {Object}.
e9bbae0e4f3ead3060b916e63593ad9d,compositional_formation,,fits,,https://www.spring.org.uk/images/veg_brain.jpg,"""Creative representation of {Brain} made from various {Fruits} and {Vegetables} arranged in a realistic design."""
ffd64dd1bc74c93aeeb0b8ace62f8b8c,compositional_formation,,discard,,https://findyourlawyer911.com/wp-content/uploads/2019/11/A-law-scale-along-with-a-broken-workers-helmet-400x400.jpg,"Visuals depicting {Symbol of Justice} merged with {Symbol of {Concept/Issue}}, representing {Theme/Subject}."
f96b19c3078cdf54978d8b45edf16f9b,compositional_formation,,discard,,https://images.fineartamerica.com/images/artworkimages/mediumlarge/3/nude-woman-red-wine-3-johan-swanepoel.jpg,Creative presentation of {Object} merged with a {Human Body Part} to form a unique and artistic design.
f606982f5aa0c6dc18e2a3eb56efe4de,compositional_formation,,discard,,https://hg1.funnyjunk.com/pictures/The_c0e8cd_1983838.jpg,Artwork showcasing {Symbolic Representation} of {Object} through an imaginative arrangement of {Objects}.
f47fea03a90a2dab2dcdd3f300c1df1c,compositional_formation,,discard,,https://www.wilcox-energy.com/wp-content/uploads/2021/08/image-of-paper-cut-out-of-family-in-hands-depicting-propane-heating-safety.jpg,Paper cutouts of {Family} arranged on a {Surface}.
ebb2696b1918af7ce640b7bacc8d9aa0,compositional_formation,,discard,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fcdn-image.travelandleisure.com%2Fsites%2Fdefault%2Ffiles%2Fstyles%2F1600x1000%2Fpublic%2Fimages%2Famexpub%2F0028%2F9619%2F201202-w-cool-staircases-cascading-universe-garden-of-cosmic-speculation.jpg%3Fitok%3D3QDvssso,A meticulously crafted garden design showcasing {Shrubs} shaped into a {Geometric Pattern}.
e8b95c88fd4a440769314c8e2e14f4b1,compositional_formation,,discard,,https://us.123rf.com/450wm/magicleaf/magicleaf1902/magicleaf190204333/116980461-stock-vector-isolated-object-of-natural-and-disaster-icon-collection-of-natural-and-risk-stock-vector-illustratio.jpg?ver=6,"An assortment of {Theme} icons showcasing {Object 1}, {Object 2}, {Object 3}, arranged in a visually engaging format with diverse {Color}."
ff1f9fc3f4063e97c836449b9d75fba3,compositional_formation,,discard,,https://www.healthed.com.au/wp-content/uploads/2019/10/Improving-male-fertility-%E2%80%93-a-missed-opportunity-scaled.jpg,Visual representation of {Food Items} arranged creatively to form the shape of {Animal}.
e4da704792b3036e5dc03f9819a31110,compositional_formation,,discard,,https://us.123rf.com/450wm/orla/orla0911/orla091100138/5863161-business-chair-around-the-world-global-meeting-concept-3d-render.jpg?ver=6,Visual of {Symbol} representing {Concept} with {Chair} arranged around {Object}
fd70396fadc70bf7e6c16682ac9bfd7a,compositional_formation,,discard,,https://us.123rf.com/450wm/andriusr/andriusr1112/andriusr111200124/11601831-impossible-cube-abstract-object-symbol.jpg,"Representation of {Shape} or {Object} that exhibits optical illusions, making it seem contradictory or unfeasible in standard spatial arrangements."
f8bcb5c598c16dec94ea4fa0d348a7bc,compositional_formation,,discard,,https://didikrepinsky.com/wp-content/uploads/2017/02/14026602_903532066447842_738909133_n-300x300.jpg,"Tasty {Macarons} shaped like various {Characters} or {Animals}, displayed on a {Surface}."
f80dcdb6409f7b39ec61b40c5c3d7f4f,compositional_formation,,discard,,https://nas-national-prod.s3.amazonaws.com/styles/article_teaser_list/s3/s_scopes-img_3995.jpg?itok=ZJFCQQc_,Arrangement of identical {Objects} placed in an orderly fashion to highlight uniformity or repetition.
ed7babd29e13995276c81cbb4bd1c9b5,compositional_formation,,fits,,https://i.pinimg.com/736x/ff/35/a4/ff35a4cba3cfb8a46b54ff78e6fa2c8c--white-swan-life-photo.jpg,Two {Animals} positioned in a way that forms a {Symbolic Shape}.
e0aa2c3fa5844d2c44b266e75f3bed66,compositional_formation,,discard,,https://technabob.com/blog/wp-content/uploads/2013/02/Paint-a-Pizza5-600x480.jpg,Artistic depictions of {Characters} crafted with imaginative arrangements of {Food Items}.
f680901094b856cd641ac8f827ea5c38,compositional_formation,,discard,,http://img.wfrcdn.com/lf/49/hash/24853/9693276/1/1/1.jpg,Creative wine bottle holders shaped like {Container} with unique {Design} and {Color}.
ed1dce947398e3f7acabce27312a7fce,compositional_formation,,discard,,https://img.huffingtonpost.com/asset/5bb154a03c000066000bc893.jpeg?ops=scalefit_970_noupscale,"Aerial view of carefully arranged {Flower} plots in different {Colors} and {Patterns}, forming scenic landscapes."
fd7da448f8ec9d19dd7d91f63871da25,compositional_formation,,discard,,https://i.pinimg.com/originals/0a/47/3a/0a473ab51da845c07da677017bcb005c.jpg,"""Creative fashion designs incorporating real {Biomimicry Elements} such as {Leaves}, {Flowers}, {Seashells}, and {Corals} in {Colorful Arrangements}."""
