item_id,section,decision,notes,hashes,similarity
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.691
aligned3::f8a206e15af169b1b0ba608a9e14f757::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f8a206e15af169b1b0ba608a9e14f757,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.688
aligned3::e0fa6b5ae10efedbd0d7132ab05cf39f::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.553
aligned3::e0fa6b5ae10efedbd0d7132ab05cf39f::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.522
aligned3::e0fa6b5ae10efedbd0d7132ab05cf39f::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.508
aligned3::e0fa6b5ae10efedbd0d7132ab05cf39f::e69ba9d3cb34cd1b8326d6eff7c291df,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,e69ba9d3cb34cd1b8326d6eff7c291df",cosine similarity = 0.503
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.670
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"f0e492741a76fd2ed688a5ea62fcedaa,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.663
aligned3::df3d12e5c87e8438665b166b37a72fa1::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.653
aligned3::f55b60c9a935834ea147badeb2553e73::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"f55b60c9a935834ea147badeb2553e73,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.575
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.569
aligned3::f55b60c9a935834ea147badeb2553e73::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"f55b60c9a935834ea147badeb2553e73,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.555
aligned3::f55b60c9a935834ea147badeb2553e73::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f55b60c9a935834ea147badeb2553e73,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.544
aligned3::df060e263ffcb757d257f8e7e61aaad4::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.655
aligned3::df060e263ffcb757d257f8e7e61aaad4::f0e492741a76fd2ed688a5ea62fcedaa,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f0e492741a76fd2ed688a5ea62fcedaa",cosine similarity = 0.652
aligned3::df060e263ffcb757d257f8e7e61aaad4::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.630
aligned3::df060e263ffcb757d257f8e7e61aaad4::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.624
aligned3::df060e263ffcb757d257f8e7e61aaad4::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.596
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::f910f8cd550d71199357803316171d8e,aligned_pair,reject,,"f0e492741a76fd2ed688a5ea62fcedaa,f910f8cd550d71199357803316171d8e",cosine similarity = 0.583
aligned3::f910f8cd550d71199357803316171d8e::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"f910f8cd550d71199357803316171d8e,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.564
aligned3::f6875b4ab38c43cc05aadde4063d41b5::f910f8cd550d71199357803316171d8e,aligned_pair,reject,,"f6875b4ab38c43cc05aadde4063d41b5,f910f8cd550d71199357803316171d8e",cosine similarity = 0.563
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::f910f8cd550d71199357803316171d8e,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,f910f8cd550d71199357803316171d8e",cosine similarity = 0.543
aligned3::ec08493b332e34f67466a3e600de4cd6::ed83ebbc55d3e4338818b3dbb02fe695,aligned_pair,accept,,"ec08493b332e34f67466a3e600de4cd6,ed83ebbc55d3e4338818b3dbb02fe695",cosine similarity = 0.667
aligned3::e3de6a329c319969bed266128980fb8d::ed83ebbc55d3e4338818b3dbb02fe695,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,ed83ebbc55d3e4338818b3dbb02fe695",cosine similarity = 0.398
aligned3::ed83ebbc55d3e4338818b3dbb02fe695::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"ed83ebbc55d3e4338818b3dbb02fe695,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.382
aligned3::ed351b9840808a0601257cea646d6f9f::ed83ebbc55d3e4338818b3dbb02fe695,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,ed83ebbc55d3e4338818b3dbb02fe695",cosine similarity = 0.366
aligned3::ed83ebbc55d3e4338818b3dbb02fe695::f13b2aeb30cbce7ac8b1c5c3ea5353b6,aligned_pair,reject,,"ed83ebbc55d3e4338818b3dbb02fe695,f13b2aeb30cbce7ac8b1c5c3ea5353b6",cosine similarity = 0.360
aligned3::ed83ebbc55d3e4338818b3dbb02fe695::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"ed83ebbc55d3e4338818b3dbb02fe695,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.350
aligned3::ed83ebbc55d3e4338818b3dbb02fe695::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"ed83ebbc55d3e4338818b3dbb02fe695,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.345
aligned3::e91c016d738c8981682a96d5d19a8ffc::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,accept,,"e91c016d738c8981682a96d5d19a8ffc,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.745
aligned3::e91c016d738c8981682a96d5d19a8ffc::eba89b0d15181c0673ce4bd685585cf2,aligned_pair,accept,,"e91c016d738c8981682a96d5d19a8ffc,eba89b0d15181c0673ce4bd685585cf2",cosine similarity = 0.696
aligned3::e3de6a329c319969bed266128980fb8d::e91c016d738c8981682a96d5d19a8ffc,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,e91c016d738c8981682a96d5d19a8ffc",cosine similarity = 0.663
aligned3::e630c221d330f91a2d595203d72f1af9::e91c016d738c8981682a96d5d19a8ffc,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,e91c016d738c8981682a96d5d19a8ffc",cosine similarity = 0.593
aligned3::e91c016d738c8981682a96d5d19a8ffc::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,fccb407244818cb4573be8075adedc73",cosine similarity = 0.588
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.731
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::fccb407244818cb4573be8075adedc73,aligned_pair,accept,,"f37aebc58e6f499c7b3bdf740e730ca1,fccb407244818cb4573be8075adedc73",cosine similarity = 0.728
aligned3::e3de6a329c319969bed266128980fb8d::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.705
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.670
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::ea1420666aa1e3fa5fb6b25561688fff,aligned_pair,accept,,"e2b56cd05fa912ab335f96a8fb2657fa,ea1420666aa1e3fa5fb6b25561688fff",cosine similarity = 0.684
aligned3::ea1420666aa1e3fa5fb6b25561688fff::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"ea1420666aa1e3fa5fb6b25561688fff,fccb407244818cb4573be8075adedc73",cosine similarity = 0.649
aligned3::e630c221d330f91a2d595203d72f1af9::ea1420666aa1e3fa5fb6b25561688fff,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,ea1420666aa1e3fa5fb6b25561688fff",cosine similarity = 0.594
aligned3::ea1420666aa1e3fa5fb6b25561688fff::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"ea1420666aa1e3fa5fb6b25561688fff,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.590
aligned3::e3de6a329c319969bed266128980fb8d::ea1420666aa1e3fa5fb6b25561688fff,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,ea1420666aa1e3fa5fb6b25561688fff",cosine similarity = 0.586
aligned3::e0077c41c38d5e6857a4d343c0cbc889::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.467
aligned3::e0077c41c38d5e6857a4d343c0cbc889::e69ba9d3cb34cd1b8326d6eff7c291df,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,e69ba9d3cb34cd1b8326d6eff7c291df",cosine similarity = 0.404
aligned3::e0077c41c38d5e6857a4d343c0cbc889::f10bb6488ce56a1926a5c5683d50eb19,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,f10bb6488ce56a1926a5c5683d50eb19",cosine similarity = 0.396
aligned3::e0077c41c38d5e6857a4d343c0cbc889::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.391
aligned3::e0077c41c38d5e6857a4d343c0cbc889::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.386
aligned3::e64769e22e0a62fe6aa93b7798cef8f4::ecaa7d8a1fdadef8f3220cbd6dd7451e,aligned_pair,accept,,"e64769e22e0a62fe6aa93b7798cef8f4,ecaa7d8a1fdadef8f3220cbd6dd7451e",cosine similarity = 0.689
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::e64769e22e0a62fe6aa93b7798cef8f4,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,e64769e22e0a62fe6aa93b7798cef8f4",cosine similarity = 0.522
aligned3::e64769e22e0a62fe6aa93b7798cef8f4::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,accept,,"e64769e22e0a62fe6aa93b7798cef8f4,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.504
aligned3::e630c221d330f91a2d595203d72f1af9::e64769e22e0a62fe6aa93b7798cef8f4,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,e64769e22e0a62fe6aa93b7798cef8f4",cosine similarity = 0.503
aligned3::dfaea76f6feb71af9edc4d6dae028b99::e64769e22e0a62fe6aa93b7798cef8f4,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,e64769e22e0a62fe6aa93b7798cef8f4",cosine similarity = 0.500
aligned3::e64769e22e0a62fe6aa93b7798cef8f4::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"e64769e22e0a62fe6aa93b7798cef8f4,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.466
aligned3::df3d12e5c87e8438665b166b37a72fa1::ea7b131201f4ec87f23caade7326f630,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,ea7b131201f4ec87f23caade7326f630",cosine similarity = 0.504
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::ea7b131201f4ec87f23caade7326f630,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,ea7b131201f4ec87f23caade7326f630",cosine similarity = 0.503
aligned3::ea7b131201f4ec87f23caade7326f630::f13b2aeb30cbce7ac8b1c5c3ea5353b6,aligned_pair,accept,,"ea7b131201f4ec87f23caade7326f630,f13b2aeb30cbce7ac8b1c5c3ea5353b6",cosine similarity = 0.478
aligned3::ea7b131201f4ec87f23caade7326f630::ec08493b332e34f67466a3e600de4cd6,aligned_pair,reject,,"ea7b131201f4ec87f23caade7326f630,ec08493b332e34f67466a3e600de4cd6",cosine similarity = 0.473
aligned3::ea7b131201f4ec87f23caade7326f630::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"ea7b131201f4ec87f23caade7326f630,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.449
aligned3::ea7b131201f4ec87f23caade7326f630::f0e492741a76fd2ed688a5ea62fcedaa,aligned_pair,reject,,"ea7b131201f4ec87f23caade7326f630,f0e492741a76fd2ed688a5ea62fcedaa",cosine similarity = 0.448
aligned3::ea7b131201f4ec87f23caade7326f630::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"ea7b131201f4ec87f23caade7326f630,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.435
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.670
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"f0e492741a76fd2ed688a5ea62fcedaa,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.642
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.621
aligned3::f1ff4ab844a704d88cb60740bfed50cc::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.612
aligned3::df3d12e5c87e8438665b166b37a72fa1::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.605
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.597
aligned3::e6a4c118dc80a2c4835737319d43ca4b::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.586
aligned3::e3de6a329c319969bed266128980fb8d::f2ca22b8f0c8689313458f9747b1ffa1,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,f2ca22b8f0c8689313458f9747b1ffa1",cosine similarity = 0.580
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.574
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.587
aligned3::ed351b9840808a0601257cea646d6f9f::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.554
aligned3::f10bb6488ce56a1926a5c5683d50eb19::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"f10bb6488ce56a1926a5c5683d50eb19,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.547
aligned3::f66cdd771f2f7cd83ce4427dd1579568::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"f66cdd771f2f7cd83ce4427dd1579568,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.532
aligned3::eeb47991ca59d3ad8b44eb97ded966a1::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,accept,,"eeb47991ca59d3ad8b44eb97ded966a1,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.784
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.776
aligned3::eeb47991ca59d3ad8b44eb97ded966a1::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.640
aligned3::ec08493b332e34f67466a3e600de4cd6::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"ec08493b332e34f67466a3e600de4cd6,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.607
aligned3::e3de6a329c319969bed266128980fb8d::ec08493b332e34f67466a3e600de4cd6,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,ec08493b332e34f67466a3e600de4cd6",cosine similarity = 0.537
aligned3::ea1420666aa1e3fa5fb6b25561688fff::ec08493b332e34f67466a3e600de4cd6,aligned_pair,reject,,"ea1420666aa1e3fa5fb6b25561688fff,ec08493b332e34f67466a3e600de4cd6",cosine similarity = 0.525
aligned3::ec08493b332e34f67466a3e600de4cd6::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"ec08493b332e34f67466a3e600de4cd6,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.516
aligned3::e904143f44ac932184d3c1ccea64e6d2::ec08493b332e34f67466a3e600de4cd6,aligned_pair,reject,,"e904143f44ac932184d3c1ccea64e6d2,ec08493b332e34f67466a3e600de4cd6",cosine similarity = 0.500
aligned3::ec08493b332e34f67466a3e600de4cd6::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"ec08493b332e34f67466a3e600de4cd6,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.498
aligned3::df060e263ffcb757d257f8e7e61aaad4::ec08493b332e34f67466a3e600de4cd6,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,ec08493b332e34f67466a3e600de4cd6",cosine similarity = 0.492
aligned3::ec08493b332e34f67466a3e600de4cd6::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"ec08493b332e34f67466a3e600de4cd6,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.489
aligned3::e904143f44ac932184d3c1ccea64e6d2::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"e904143f44ac932184d3c1ccea64e6d2,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.411
aligned3::e3de6a329c319969bed266128980fb8d::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.389
aligned3::f66cdd771f2f7cd83ce4427dd1579568::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"f66cdd771f2f7cd83ce4427dd1579568,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.386
aligned3::fccb407244818cb4573be8075adedc73::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"fccb407244818cb4573be8075adedc73,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.381
aligned3::fc2bf3aab1dcf38bf64d3ec4913279b2::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"fc2bf3aab1dcf38bf64d3ec4913279b2,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.380
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::e6a4c118dc80a2c4835737319d43ca4b,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,e6a4c118dc80a2c4835737319d43ca4b",cosine similarity = 0.696
aligned3::e6a4c118dc80a2c4835737319d43ca4b::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.641
aligned3::e6a4c118dc80a2c4835737319d43ca4b::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.638
aligned3::e6a4c118dc80a2c4835737319d43ca4b::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.629
aligned3::dfaea76f6feb71af9edc4d6dae028b99::e662ccd0b2764ab04d4b4ac5d7f3d24f,aligned_pair,accept,,"dfaea76f6feb71af9edc4d6dae028b99,e662ccd0b2764ab04d4b4ac5d7f3d24f",cosine similarity = 0.581
aligned3::dfaea76f6feb71af9edc4d6dae028b99::ecaa7d8a1fdadef8f3220cbd6dd7451e,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,ecaa7d8a1fdadef8f3220cbd6dd7451e",cosine similarity = 0.558
aligned3::dfaea76f6feb71af9edc4d6dae028b99::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.555
aligned3::dfaea76f6feb71af9edc4d6dae028b99::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.544
aligned3::dfaea76f6feb71af9edc4d6dae028b99::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.518
aligned3::dfaea76f6feb71af9edc4d6dae028b99::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.517
aligned3::dfaea76f6feb71af9edc4d6dae028b99::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.514
aligned3::dfaea76f6feb71af9edc4d6dae028b99::ebb0a441f27c21308e90b6f3f9ab0d3f,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,ebb0a441f27c21308e90b6f3f9ab0d3f",cosine similarity = 0.509
aligned3::dfaea76f6feb71af9edc4d6dae028b99::e6a4c118dc80a2c4835737319d43ca4b,aligned_pair,reject,,"dfaea76f6feb71af9edc4d6dae028b99,e6a4c118dc80a2c4835737319d43ca4b",cosine similarity = 0.508
