image_hash,family_shown,assigned_family,decision,notes,url_link,caption
f79ae4c5a1e8a4e09ab0ee4d21a5949e,temporal_transformation,,discard,,https://rlv.zcache.ca/happy_dancing_ballerina_frog_stickers-rb66f388ad4754ea49cf97da9788b8e8f_v9wf3_8byvr_324.jpg,"""Illustration of a {Animal} transformed into a ballerina wearing a {Color} tutu."""
e25ae60165a0d8ae2654a4c7e7593e1d,temporal_transformation,,discard,,http://up.gc-img.net/post_img_web/2014/09/1dff839b9a248660aed9ddb9c016870d_169.jpeg,A creative representation of {Drawing} transformed into a 3D model that captures the intricacies of its design.
e742f78a53593c510714931bd905da0e,temporal_transformation,,discard,,https://img0.etsystatic.com/050/0/5948641/il_340x270.663499690_kx7h.jpg,Creative use of {Creative Destruction} to transform {Artwork} into something new by merging {Style/Theme} and {Original Work}.
fccb407244818cb4573be8075adedc73,temporal_transformation,,fits,,https://www.interestinginsects.com/static/img/butterfly-hatching-730.jpg,A comprehensive portrayal of the {Living Organism}'s metamorphosis from its initial stage to its mature form through various transitional phases.
f41f67aa3787532b46e443f246f14db8,temporal_transformation,,discard,,http://vivalaresolucion.com/inspiration/wp-content/uploads/2013/03/nude-men-hats-000-500x636.jpg,Innovative use of {Headdress} to transform {Hair Style} into an expressive and artistic display.
e7e7828a4b07187aba77f03aab4ae602,temporal_transformation,,discard,,https://www.wowwalldecals.com.au/wp-content/uploads/2013/12/Banksy-Flower-thrower.jpg,Creative portrayals of {Object} being repurposed or transformed into something unexpected or strikingly different.
e8f4e38cd53c9bd83b365b866d87b1f8,temporal_transformation,,discard,,https://us.123rf.com/450wm/lightwise/lightwise1512/lightwise151200098/49949639-creative-communication-solution-and-clever-marketing-ideas-through-distribution-as-an-open-lightbulb.jpg?ver=6,Creative depiction of {Object} transforming into a representation of {Concept}.
fe92e3d6712d94c4c0a086adc11c75b8,temporal_transformation,,discard,,https://myrepublica.nagariknetwork.com/media/cache/nagarik_thumbnail_458_364/uploads/media/2018/September/Alzheimer%20Trees.jpg,Visual representation of the {Season} cycle with {Tree} in various stages of {Leaves} and {Color}.
f8e8a1117767702a725d9592537ec88c,temporal_transformation,,discard,,https://mikeshouts.com/wp-content/uploads/2013/06/Burger-King-Hands-Free-Whopper-Tattoo-Artist.jpg,"Innovative use of {Object} as a microphone for {Person}, transforming {Food} into something unique and amusing."
e310f92875404ecedbad5f489061d358,temporal_transformation,,discard,,https://technabob.com/blog/wp-content/uploads/2011/11/circuit_board_toilet_3.jpg,Artistic transformation of {Object} into functional toilets using repurposed {Materials}.
f83a6f680dc5160b8bc6d48a162eb382,temporal_transformation,,discard,,https://render.fineartamerica.com/images/rendered/medium/phone-case/iphone5/images/artworkimages/medium/1/the-construction-of-the-mount-rushmore-national-memorial-detail-of-george-washington-american-school.jpg?&targetx=-40&targety=0&imagewidth=425&imageheight=579&modelwidth=344&modelheight=589&backgroundcolor=9C8D71&orientation=0&producttype=iphone5,"The construction process of {Statue} is revealed through the gradual addition of {Details}, culminating in a {Theme}."
fbaf5a949e7b6290fa839c068006442c,temporal_transformation,,discard,,https://us.123rf.com/450wm/concordcollections/concordcollections1506/concordcollections150602660/40752547-stilettos-dressed-up-for-the-holiday-season-what-a-wonderful-christmas-tree-for-the-shoe-lover.jpg?ver=6,"A pyramid made up of progressively fewer {Objects}, with one unique {Object} standing out at the top."
df27384588c880bdb77465f94f505018,temporal_transformation,,discard,,https://www.gannett-cdn.com/-mm-/0335bfe57063c39ce3389d23369403537b759126/c=277-0-5051-3591/local/-/media/Indianapolis/Indianapolis/2014/08/05/1407244205000-TS-Nic6358430.jpg?width=540&height=405&fit=crop,Images showing {Person} standing in front of a {Damaged Object} to highlight the contrast between {Broken/Decommissioned Item} and {New/Functional Element}.
ec43d28d38b128775b44c529fbf2818e,temporal_transformation,,discard,,http://2.bp.blogspot.com/_Dan11Nil7Vs/TI286uGI9PI/AAAAAAAA9BE/aX2toJjIYLc/s400/139-keyhole-oxford-2010-02-18.jpg,"Imaginative integration of {Object} into the environment, transforming regular surfaces like {Surface} into engaging scenes or designs."
f0f031b6bf5c5bc9b6e83de21c9a7718,temporal_transformation,,discard,,http://images.dailystar.co.uk/dynamic/1/photos/165000/620x/dogspider-414502.jpg,"Transformed into a {Animal} costume using {Dog}, {Cat}, or {Human}, wearing an outfit featuring {Vegetable}, {Plant}, or {Nature-Inspired Theme}."
e1dbf3eab07b7298909e28ef24697459,temporal_transformation,,discard,,https://us.123rf.com/450wm/antrey/antrey1008/antrey100800005/7689794-team-of-ants-constructing-wooden-house-with-matches.jpg?ver=6,The collaborative effort of {Living Organisms} results in the construction of a {Structure}.
defcc627caf22fff508f2347bfc44f9e,temporal_transformation,,discard,,https://us.123rf.com/450wm/ponsulak/ponsulak1204/ponsulak120400035/13172231-hand-holding-eco-car-icon-isolate-on-green-background.jpg,A {Vehicle} transformed with real {Grass} to portray a natural and eco-friendly design.
ec791918a8cbd2b9b06a5563802e4def,temporal_transformation,,boundary_reject,,https://us.123rf.com/450wm/vsviridova/vsviridova2006/vsviridova200600061/150380916-pink-summer-peony-flowers-peep-out-from-circles-cut-out-in-paper-.jpg?ver=6,"The visual journey of {Flower} from its initial {Bud} stage through the lens of time, displayed on a {Colorful Background}"
e25d512d2e401f9069a44b60a233ced9,temporal_transformation,,discard,,https://img.caixin.com/2018-11-21/1542786522700380_480w.jpg,"The {Event} unfolds as the {Object} transitions through phases of {Stage 1}, {Stage 2}, {Stage 3}, concluding at {Stage 4}."
e8d37877887b8d3593564b1098a93809,temporal_transformation,,discard,,https://ih1.redbubble.net/image.337016341.3988/pp%2C370x410-pad%2C420x460%2Cf8f8f8.lite-1u2.jpg,Artistic illustration of {Folliage} or {Flowers} growing directly from a {Bare Hand}.
f13b2aeb30cbce7ac8b1c5c3ea5353b6,temporal_transformation,,fits,,https://us.123rf.com/450wm/hadkhanong/hadkhanong1610/hadkhanong161000010/66538459-drawing-of-set-of-monkey-head-with-pattern-for-coloring-on-white-background.jpg?ver=6,A step-by-step illustration of creating a detailed {Subject} with evolving {Details} and refined {Colors}.
f189730a8f95482f5a39481527d33c4b,temporal_transformation,,discard,,https://www.watchmundi.com/wp-content/uploads/2016/03/RL-CRAFT_8.jpg,"""Repurposed {Automotive Parts} transformed into unique {Furniture Items} with creative designs."""
edf49c1d3700ae45c4edb90a72e3f2fd,temporal_transformation,,discard,,"https://media-cldnry.s-nbcnews.com/image/upload/t_today-inline-large,f_auto,q_auto:best/streams/2013/September/130923/4B9114263-tdy-130922-fey-poehler-2.jpg","""Performers interacting creatively with {Object} on stage during a performance or presentation."""
e497e002fe76ac863ef7f3bc75037e46,temporal_transformation,,discard,,https://www.trinketsinbloom.com/wp-content/uploads/2012/10/halloween-sunglasses-diy-spider-photo.jpg,Creative use of {Object} to transform ordinary {Wear} into eye-catching and imaginative designs.
e33d1cff5d724d560ae0ecc670ebe5eb,temporal_transformation,,discard,,https://nextnature.net/media/pages/magazine/story/2016/bees-rescue-queen/b3fac117ba-1602632754/queen-bee-in-car1-868x486.jpg,"A {Vehicle} overtaken by a massive cluster of {Living Organisms}, causing damage or obstruction."
ea7b03b0dcb5c34801ee6885b6d9d008,temporal_transformation,,discard,,https://cdn.shopify.com/s/files/1/0029/8962/products/51dy-Mp84zL_500x467.jpg?v=1569197120,Unique designs of {Food Items} transformed into creative representations of {Animals}.
f86c79e025d2cd6d26aadd23ad1ad4f0,temporal_transformation,,discard,,http://wonderfulspaniels.com/img/working_clumber_spaniel_dog_puppy_cirencester.jpg,"A {Dog Breed} puppy in a {Flower Pot}, surrounded by lush greenery and blooms."
f2d785b0fa20e775606804d95af002b7,temporal_transformation,,discard,,https://img.freepik.com/free-photo/side-view-shirtless-hip-hop-dancers-mid-air_23-2148497000.jpg?size=626&ext=jpg,"Sequential shots of {Subject} moving, illustrating the progression from {Starting Position} to {Ending Position}."
f67b333a9c4d51feed5060a33cf807b1,temporal_transformation,,fits,,https://www.boredpanda.com/blog/wp-content/uploads/2017/04/268927_2243869856197_7884091_n-590307863de1b__700.jpg,A side-by-side comparison showing the transformation of {Person} over time in {Setting}.
f5f806cf53e70710185f6cdf973be2e0,temporal_transformation,,discard,,http://i1.wp.com/www.fiz-x.com/wp-content/uploads/2015/06/laura-jenkinson-lip-art-19-595x328.jpg?resize=595%2C328,Innovative makeup art transforming {Lip Area} into detailed depictions of {Characters} or {Objects}.
df48baa3f543c48783ba87e3e66a193d,temporal_transformation,,discard,,https://assets.plainpicture.com/public-a9e/images/medium/med-p1231m2230378.jpg,"A {Plant} sprouts from an unexpected place, growing among {Material}."
f41ac21551cb8998368b4b179f806091,temporal_transformation,,discard,,https://dkorhome.com/wp-content/uploads/2019/12/Holiday-Christmas-Gift-Wrap-Ideas-07-2-1080x675.jpg,A creative use of {Folding Technique} to transform {Tablecloth} into imaginative shapes like {Object}.
dfee6df24644c621a8b4d7edb87c8932,temporal_transformation,,discard,,https://i.pinimg.com/736x/d2/99/b3/d299b3fc967c0b5d9a02ddea9d1787a8--skeleton-face-makeup-half-face-halloween-makeup.jpg,Creative transformation of {Drawing} into a realistic {Scene/Character} through detailed {Features} and {Details}.
dfb41291fbeadbd4758f43025a890daa,temporal_transformation,,discard,,https://images.assetsdelivery.com/thumbnails/lightwise/lightwise1506/lightwise150600053.jpg,"Visual representation of {Object} growing deep into the earth, emphasizing strength and stability."
fc9693ff219573b2f67af611a25407dd,temporal_transformation,,discard,,https://artsreview.com.au/wp-content/uploads/2019/06/Georges-M%c3%a9li%c3%a8s-A-Trip-to-the-Moon-Le-voyage-dans-la-Lune-1902-ACMI.jpg,Visuals of {Celestial Object} transformed into human-like faces with expressive features and {Object} as part of their likenesses.
f7efea9195c25c1acac691d7409327e8,temporal_transformation,,discard,,https://www.womenfitness.net/wp/wp-content/uploads/2017/11/Sledding-Penguins-Frozen-Banana-Snack-1-e1511601057465.jpg,"Transforming {Fruit} into adorable {Animal Characters} using creative arrangements of {Eating Utensil}, {Dessert}, and {Ingredients}."
e6f26083e269e6126a0eb4bc0bdb92da,temporal_transformation,,discard,,https://render.fineartamerica.com/images/rendered/search/poster/images-medium-5/17-butterflies-english-school.jpg,"Illustration of the life cycle progression of a {Insect}, highlighting the metamorphosis stages: {Egg}, {Larva}, {Pupa}, {Adult}"
f17729c9a6c4688a8098e657c391c41a,temporal_transformation,,discard,,https://s3.amazonaws.com/files.collageplatform.com.prod/image_cache/472x472_fit/5785309687aa2ca4012b681e/b7018d00b05f710b8557d32b33911e0e.jpeg,"Artwork depicting {Flower} in a state of decay or fire, representing the end of its life cycle."
ff91a7e584d57fb1c89de11698a753dc,temporal_transformation,,discard,,https://i.pinimg.com/736x/c0/96/fb/c096fb1a66b01d2d3582722d28634f8a--bonsai-trees-bonsai-art.jpg,Artistic designs where {Tree} are transformed into elaborate {Structures} or {Figures}.
f6e85cf7c0f1d240c9fde48fa440eb77,temporal_transformation,,discard,,http://tse2.mm.bing.net/th?id=OIP.xOe9UnFZdDtUv1nyrK3znQHaIG,Innovative furniture designs that seamlessly transform into practical {Seating} or {Storage} solutions.
f3b329bb0ecea41b0cb62233739090e0,temporal_transformation,,discard,,https://thumbnails.yayimages.com/f/f6/f0f6e68.jpg,"Visual representation of {People} climbing {Ladders} to reach {Goals}, with some {Stages} or {Levels} on the way."
f81ed348f2ba9ddc5160b20f097adb6d,temporal_transformation,,discard,,https://greenword.ru/images/insect-eggs/insect-eggs01.jpg,A visual representation of {Food Item} creatively transformed into an artistic depiction of {Animal}.
fe49aaa60e6b4b13b7a2d795a033f8f7,temporal_transformation,,fits,,https://photos.smugmug.com/photos/i-6vVk9Db/1/L/i-6vVk9Db-L.jpg,"Step-by-step visual representation of the {Subject} performing a {Action}, showing gradual progression from {Starting Position} to {Ending Position}."
f11462ba3873751b379c3a5250bcf124,temporal_transformation,,discard,,https://img.designswan.com/2018/05/bananaSkin/4.jpg,Imaginative designs featuring {Fruit} transformed into various {Animals}.
fb12fc664535c2d5e5b54884dd2376ed,temporal_transformation,,discard,,https://i.pinimg.com/736x/6c/4d/aa/6c4daa3e47f0ac06dc7bcbfdafc56eb8.jpg,"""Creative integration of {Object} designed to seamlessly transform from a hidden storage space to a functional {Item/Feature} when activated."""
e029a13646459f6abff2aeeafcf1af32,temporal_transformation,,discard,,https://machohairstyles.com/wp-content/uploads/2016/01/Haircut-Designs-for-Men-36-650x575.jpg,Creative hair designs that transform {Hair} into artistic {Patterns} or {Shapes}.
df3d12e5c87e8438665b166b37a72fa1,temporal_transformation,,fits,,"https://lumiere-a.akamaihd.net/v1/images/pt_disneymagicmoments_learntosketchwickettheewok_20003_89bad6ca.jpeg?region=0,0,600,450","""Step-by-step drawing process of a {Character} with progressive refinement of {Features} and final touches for {Details}."""
ea3554ef9b4b20e1a6d8499c8b48b80d,temporal_transformation,,discard,,https://www.sandinyoureye.co.uk/files/bnrs/Animated_Sand_Drawing.jpg,The transformation of {Sand} into intricate {Artwork} through the creative use of {Tool}.
e8f1b35d8e5f8f1bdc6acb0d457b06d7,temporal_transformation,,discard,,https://cdn.i.haymarketmedia.asia/?n=campaign-asia%2fcontent%2fC_hJq7YVwAEPOGx.jpg&amp;h=268&amp;w=401&amp;q=100&amp;v=20170226&amp;c=1,"The body of a {Animal} is transformed into a resting place for discarded {Objects}, illustrating the negative consequences of {Pollution}."
fa51fe8ae23bf1cb85a9dd85963feed4,temporal_transformation,,discard,,https://cdn.shopify.com/s/files/1/2423/6435/products/2191_VintageRug1_300x.jpg?v=1578277853,"""Creative use of {Object} to transform {Surface} into an artistic or functional design in outdoor settings."""
e00ea9fb1e6562e5cf38bc271c85f1be,temporal_transformation,,discard,,http://3.bp.blogspot.com/_qzdLBkjtR64/TREU29koFhI/AAAAAAAACbY/3WX7sWTcXYs/s1600/Lunar+Eclipse+2010+Pictures.jpg,"The stages of the {Celestial Body}'s phase transition in its orbit around the {Sun}, depicted step by step."
ff31f8880d7557753d925410db8675e8,temporal_transformation,,discard,,https://dbdzm869oupei.cloudfront.net/img/sticker/large/5306.jpg,Creative use of {Drawing} to transform everyday {Object} into whimsical {Characters} or {Scenes}
f7eb6d3ae6af92e3dae07efee9f4fc1a,temporal_transformation,,discard,,https://us.123rf.com/450wm/ghenadie/ghenadie1602/ghenadie160200057/52215667-hand-drawn-tree-with-curly-twigs-with-musical-notes-and-signs-as-leaves-and-flowers-abstract-concept.jpg?ver=6,"Creative illustration of {Tree} with leaves transformed into {Symbolic Elements}, representing {Concepts} in a decorative design."
e70508b53a7ac190c46c5105b4a0d676,temporal_transformation,,discard,,https://media.istockphoto.com/vectors/four-seasons-trees-vector-vector-id625626716?k=6&m=625626716&s=612x612&w=0&h=7HKeCqR8GqGm0l3pUHlHjNpeYNi6G4tAZnRstVBtGAc=,"The life cycle of {Tree}, depicted through its changes in {Leaves} and {Bloom}, spanning {Seasons}."
ead9a813f8453642e650e3da173d21a7,temporal_transformation,,discard,,https://fineartamerica.com/renderer/renderer.php?imgUrl=http://fineartamerica.com/images-medium/flower-in-asphalt-carlos-caetano.jpg&imgWI=8.00&imgHI=5.38&sku=111MBLK&mat1=PM3297&mat2=&t=2&b=2&l=2&r=2&off=0.5&paper=paper2&finish=ca18&mounttype=&gallerywrap=&frameW=0.375&maxW=500&maxH=700&&img=1394239355-42c1a06eede93b5d066c816d63e0e727.jpg,"""Image of a {Flower} growing through a crack in {Surface}, symbolizing resilience and growth."""
f7de5a73f02242ef884cbedc730fc431,temporal_transformation,,discard,,https://www.ctshirts.com/on/demandware.static/-/Library-Sites-CTShirtsSharedLibrary/default/dw353a6f2a/images/product-features/pdp-content_fit-shirt-formal-slim.jpg,"An illustration of the {Clothing Item} design process, showing the transformation from a solid shape to a detailed design with highlighted {Details} and {Colors}."
fec87a396c84ae84934b3c3adb213f1a,temporal_transformation,,discard,,http://render.fineartamerica.com/images/rendered/medium/greeting-card/images-medium-5/melon-mountain-dreams.jpg,"A detailed botanical illustration of a {Fruit}, showcasing the {Leaves}, {Flowers}, {Buds}, and {Seeds} in different stages of development."
ebac1fa6dbb909ec05dc592dc21cfc56,temporal_transformation,,discard,,https://blog.fotografium.com/wp-content/uploads/2015/04/A-moonrise-in-Los-Angeles.jpg,Sequential views of {Scene} captured at different {Times} or {Stages}.
ea030dcdd67e0e7fb9318971c2043de8,temporal_transformation,,discard,,http://cdn.trendhunterstatic.com/thumbs/art-illustration-graphic-design.jpeg,"Visual representation of the evolution from {Animal} to {Human}, showing the transformation through stages of {Era/Environment}."
f4b4d6d412c1dba6f78318fad742e25f,temporal_transformation,,discard,,https://avalon.fabiosacdn.com/image/b24ed4a8-a686-4bbe-85b2-5133e43da244.jpg,"""Miniature {Figures} placed on symbolic {Objects} to represent concepts such as {Challenges}, {Success}, or {Growth}"""
f6de45c33264043c3a8abb535e86c278,temporal_transformation,,discard,,https://medellinstyle.com/wp-content/uploads/Supermoon_Total_Lunar_Eclipse_A-4078a949cbfd36a3cad6125400e36f51.jpg,"The gradual transformation of {Celestial Body/Moon/Phenomenon} through its phases, depicted at various stages of {Cycle/Rotation}."
e32375b065a3634728f392166f77f170,temporal_transformation,,discard,,https://assets.plainpicture.com/public-c82/images/medium/med-p300m2198177.jpg,The process of transforming a {Model} into a {Sculpture} through gradual refinement and artistic expression.
e8f4010c40d60d3baead26f7c049187f,temporal_transformation,,discard,,https://photos.smugmug.com/ARCHIVE/TRASH/Objects/i-sXJ7F2q/0/173a40a1/M/20200904-1108-20200904-1108-P9044836-s-M.jpg,A {Material} is being added to a growing pile against a {Background}.
f539d91d06b1fb55f2c2f2a76bd3cfde,temporal_transformation,,discard,,https://us.123rf.com/450wm/fonafona/fonafona1804/fonafona180400025/99481226-surrealistische-liebe-idee-oder-konzept-salvador-dali-ikone-der-liebe-weiches-rotes-herz-mit-kleinen.jpg?ver=6,"Visual representation of {Plant} growing from {Ground}, symbolizing {Growth} or {Development}."
ea5531b4efc7d7435ffc9ebcef32b30f,temporal_transformation,,discard,,https://us.123rf.com/450wm/ivonnewierink/ivonnewierink1212/ivonnewierink121200040/16677510-dutch-sinterklaas-and-black-pete-as-mandarins-isolated-over-white-background.jpg?ver=6,Unique {Fruit} creations transformed into imaginative {Characters} with personal designs and playful expressions.
e7ccba0ec69ec9ce0d665cb2eac1c745,temporal_transformation,,discard,,https://render.fineartamerica.com/images/rendered/medium/phone-case/iphone5/images-medium-5/deserted-linda-wride.jpg,"Visuals showcasing {Object} with cracks, holes, or fragmented surfaces, revealing the inner workings or damage."
