item_id,section,decision,notes,hashes,similarity
aligned2comp::e4402b2e7348f555b141c775291a2957::e97285c45babdf9add84a947460ca199,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,e97285c45babdf9add84a947460ca199",cosine similarity = 0.717
aligned2comp::e4402b2e7348f555b141c775291a2957::ed3d84c842377464f884c300e72912c5,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,ed3d84c842377464f884c300e72912c5",cosine similarity = 0.706
aligned2comp::e439da05427b410c1f832742dc38c5a8::e4402b2e7348f555b141c775291a2957,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,e4402b2e7348f555b141c775291a2957",cosine similarity = 0.700
aligned2comp::e4402b2e7348f555b141c775291a2957::e8fc52caa53182790a51f53330131d68,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,e8fc52caa53182790a51f53330131d68",cosine similarity = 0.680
aligned2comp::e4402b2e7348f555b141c775291a2957::e79ae1196097a1e758d42426856eae47,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,e79ae1196097a1e758d42426856eae47",cosine similarity = 0.670
aligned2comp::e4402b2e7348f555b141c775291a2957::e9f1105995cfa1ba8673317081ddfd59,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,e9f1105995cfa1ba8673317081ddfd59",cosine similarity = 0.669
aligned2comp::e4402b2e7348f555b141c775291a2957::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,ece780da732cddd0812c30257270852a",cosine similarity = 0.648
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::e4402b2e7348f555b141c775291a2957,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,e4402b2e7348f555b141c775291a2957",cosine similarity = 0.640
aligned2comp::e439da05427b410c1f832742dc38c5a8::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.762
aligned2comp::ed3d84c842377464f884c300e72912c5::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"ed3d84c842377464f884c300e72912c5,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.734
aligned2comp::e2c548634699e005593eff2f73406127::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.717
aligned2comp::e97285c45babdf9add84a947460ca199::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e97285c45babdf9add84a947460ca199,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.708
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.694
aligned2comp::e7c44a402383f0881f075fa7fdde6888::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e7c44a402383f0881f075fa7fdde6888,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.687
aligned2comp::ed4e56476e4d0b60f47f65e85f6f64cb::ef627e29095ef3964e0e9681577c4868,aligned_pair,reject,,"ed4e56476e4d0b60f47f65e85f6f64cb,ef627e29095ef3964e0e9681577c4868",cosine similarity = 0.681
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::e4d8628d8b475bed5210fd7f6dd5fd94,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,e4d8628d8b475bed5210fd7f6dd5fd94",cosine similarity = 0.713
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::e439da05427b410c1f832742dc38c5a8,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,e439da05427b410c1f832742dc38c5a8",cosine similarity = 0.705
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::ed3d84c842377464f884c300e72912c5,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,ed3d84c842377464f884c300e72912c5",cosine similarity = 0.695
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::e2c548634699e005593eff2f73406127,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,e2c548634699e005593eff2f73406127",cosine similarity = 0.681
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::f8cf828cc20d191a97f47d958a8eb85a,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,f8cf828cc20d191a97f47d958a8eb85a",cosine similarity = 0.680
aligned2comp::e291af82274868828f158594ef94fb55::f8cf828cc20d191a97f47d958a8eb85a,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,f8cf828cc20d191a97f47d958a8eb85a",cosine similarity = 0.690
aligned2comp::e291af82274868828f158594ef94fb55::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.688
aligned2comp::e291af82274868828f158594ef94fb55::e2c548634699e005593eff2f73406127,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,e2c548634699e005593eff2f73406127",cosine similarity = 0.656
aligned2comp::e291af82274868828f158594ef94fb55::e439da05427b410c1f832742dc38c5a8,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,e439da05427b410c1f832742dc38c5a8",cosine similarity = 0.645
aligned2comp::e291af82274868828f158594ef94fb55::ed3d84c842377464f884c300e72912c5,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,ed3d84c842377464f884c300e72912c5",cosine similarity = 0.642
aligned2comp::e291af82274868828f158594ef94fb55::f00c22c8e3adf8001d0c0d59b8db7c61,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,f00c22c8e3adf8001d0c0d59b8db7c61",cosine similarity = 0.626
aligned2comp::e291af82274868828f158594ef94fb55::e7c44a402383f0881f075fa7fdde6888,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,e7c44a402383f0881f075fa7fdde6888",cosine similarity = 0.617
aligned2comp::e291af82274868828f158594ef94fb55::e4d8628d8b475bed5210fd7f6dd5fd94,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,e4d8628d8b475bed5210fd7f6dd5fd94",cosine similarity = 0.615
aligned2comp::ed7babd29e13995276c81cbb4bd1c9b5::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,accept,,"ed7babd29e13995276c81cbb4bd1c9b5,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.728
aligned2comp::e97285c45babdf9add84a947460ca199::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"e97285c45babdf9add84a947460ca199,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.716
aligned2comp::e439da05427b410c1f832742dc38c5a8::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.678
aligned2comp::ed3d84c842377464f884c300e72912c5::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"ed3d84c842377464f884c300e72912c5,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.674
aligned2comp::e7c44a402383f0881f075fa7fdde6888::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"e7c44a402383f0881f075fa7fdde6888,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.668
aligned2comp::ef627e29095ef3964e0e9681577c4868::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"ef627e29095ef3964e0e9681577c4868,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.653
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::f3b7f230282e4d94752423bd1dd5cd24,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,f3b7f230282e4d94752423bd1dd5cd24",cosine similarity = 0.712
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::e97285c45babdf9add84a947460ca199,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,e97285c45babdf9add84a947460ca199",cosine similarity = 0.675
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::f00c22c8e3adf8001d0c0d59b8db7c61,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,f00c22c8e3adf8001d0c0d59b8db7c61",cosine similarity = 0.662
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::ed7babd29e13995276c81cbb4bd1c9b5,aligned_pair,accept,,"df567ccf0076cfe15dc758ce5179fc77,ed7babd29e13995276c81cbb4bd1c9b5",cosine similarity = 0.658
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::ed3d84c842377464f884c300e72912c5,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,ed3d84c842377464f884c300e72912c5",cosine similarity = 0.651
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::f7a29de93eda4fe16ad3de37aa5fe409,aligned_pair,accept,,"e602b6e92f6c54573e1bb4ad48667e69,f7a29de93eda4fe16ad3de37aa5fe409",cosine similarity = 0.615
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e602b6e92f6c54573e1bb4ad48667e69,ece780da732cddd0812c30257270852a",cosine similarity = 0.609
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::e8827721df325f4fc220b1d339e894ab,aligned_pair,accept,,"e602b6e92f6c54573e1bb4ad48667e69,e8827721df325f4fc220b1d339e894ab",cosine similarity = 0.582
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::ff94486f2fb662ef963bb3c9d62a8e65,aligned_pair,reject,,"e602b6e92f6c54573e1bb4ad48667e69,ff94486f2fb662ef963bb3c9d62a8e65",cosine similarity = 0.553
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::e7c44a402383f0881f075fa7fdde6888,aligned_pair,reject,,"e602b6e92f6c54573e1bb4ad48667e69,e7c44a402383f0881f075fa7fdde6888",cosine similarity = 0.546
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"e602b6e92f6c54573e1bb4ad48667e69,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.529
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::e602b6e92f6c54573e1bb4ad48667e69,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,e602b6e92f6c54573e1bb4ad48667e69",cosine similarity = 0.526
aligned2comp::e2c548634699e005593eff2f73406127::e602b6e92f6c54573e1bb4ad48667e69,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,e602b6e92f6c54573e1bb4ad48667e69",cosine similarity = 0.516
aligned2comp::e602b6e92f6c54573e1bb4ad48667e69::f3b7f230282e4d94752423bd1dd5cd24,aligned_pair,reject,,"e602b6e92f6c54573e1bb4ad48667e69,f3b7f230282e4d94752423bd1dd5cd24",cosine similarity = 0.508
aligned2comp::f8cf828cc20d191a97f47d958a8eb85a::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"f8cf828cc20d191a97f47d958a8eb85a,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.668
aligned2comp::e79ae1196097a1e758d42426856eae47::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"e79ae1196097a1e758d42426856eae47,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.642
aligned2comp::e2c548634699e005593eff2f73406127::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.629
aligned2comp::ed4e56476e4d0b60f47f65e85f6f64cb::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"ed4e56476e4d0b60f47f65e85f6f64cb,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.628
aligned2comp::e4402b2e7348f555b141c775291a2957::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.620
aligned2comp::e439da05427b410c1f832742dc38c5a8::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.616
aligned2comp::ed3d84c842377464f884c300e72912c5::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"ed3d84c842377464f884c300e72912c5,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.616
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.614
aligned2comp::ef627e29095ef3964e0e9681577c4868::ff5940726a793e5a8f4ea9e13a6f691e,aligned_pair,reject,,"ef627e29095ef3964e0e9681577c4868,ff5940726a793e5a8f4ea9e13a6f691e",cosine similarity = 0.603
aligned2comp::e439da05427b410c1f832742dc38c5a8::ed3d84c842377464f884c300e72912c5,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,ed3d84c842377464f884c300e72912c5",cosine similarity = 0.816
aligned2comp::e439da05427b410c1f832742dc38c5a8::e97285c45babdf9add84a947460ca199,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,e97285c45babdf9add84a947460ca199",cosine similarity = 0.735
aligned2comp::e439da05427b410c1f832742dc38c5a8::f00c22c8e3adf8001d0c0d59b8db7c61,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,f00c22c8e3adf8001d0c0d59b8db7c61",cosine similarity = 0.686
aligned2comp::e439da05427b410c1f832742dc38c5a8::e9f1105995cfa1ba8673317081ddfd59,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,e9f1105995cfa1ba8673317081ddfd59",cosine similarity = 0.666
aligned2comp::e439da05427b410c1f832742dc38c5a8::ef627e29095ef3964e0e9681577c4868,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,ef627e29095ef3964e0e9681577c4868",cosine similarity = 0.645
aligned2comp::ed3d84c842377464f884c300e72912c5::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"ed3d84c842377464f884c300e72912c5,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.673
aligned2comp::e97285c45babdf9add84a947460ca199::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"e97285c45babdf9add84a947460ca199,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.659
aligned2comp::e8fc52caa53182790a51f53330131d68::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"e8fc52caa53182790a51f53330131d68,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.656
aligned2comp::e439da05427b410c1f832742dc38c5a8::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"e439da05427b410c1f832742dc38c5a8,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.640
aligned2comp::e4402b2e7348f555b141c775291a2957::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.639
aligned2comp::ef627e29095ef3964e0e9681577c4868::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"ef627e29095ef3964e0e9681577c4868,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.627
aligned2comp::f3b7f230282e4d94752423bd1dd5cd24::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"f3b7f230282e4d94752423bd1dd5cd24,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.618
aligned2comp::e79ae1196097a1e758d42426856eae47::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"e79ae1196097a1e758d42426856eae47,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.598
aligned2comp::f3c9463ad33ca289567c0c759a4f3a84::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"f3c9463ad33ca289567c0c759a4f3a84,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.591
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::f7f2191179e226b24aa8a20d9297f0f5,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,f7f2191179e226b24aa8a20d9297f0f5",cosine similarity = 0.591
aligned2comp::e2c548634699e005593eff2f73406127::e7c44a402383f0881f075fa7fdde6888,aligned_pair,accept,,"e2c548634699e005593eff2f73406127,e7c44a402383f0881f075fa7fdde6888",cosine similarity = 0.737
aligned2comp::e2c548634699e005593eff2f73406127::f00c22c8e3adf8001d0c0d59b8db7c61,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,f00c22c8e3adf8001d0c0d59b8db7c61",cosine similarity = 0.696
aligned2comp::e2c548634699e005593eff2f73406127::f7a29de93eda4fe16ad3de37aa5fe409,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,f7a29de93eda4fe16ad3de37aa5fe409",cosine similarity = 0.679
aligned2comp::e2c548634699e005593eff2f73406127::ebb5408257fe0b7ddad9ca0ccbd9a3d8,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,ebb5408257fe0b7ddad9ca0ccbd9a3d8",cosine similarity = 0.677
aligned2comp::e2c548634699e005593eff2f73406127::e9bbae0e4f3ead3060b916e63593ad9d,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,e9bbae0e4f3ead3060b916e63593ad9d",cosine similarity = 0.676
aligned2comp::ece780da732cddd0812c30257270852a::f7a29de93eda4fe16ad3de37aa5fe409,aligned_pair,accept,,"ece780da732cddd0812c30257270852a,f7a29de93eda4fe16ad3de37aa5fe409",cosine similarity = 0.773
aligned2comp::e8827721df325f4fc220b1d339e894ab::ece780da732cddd0812c30257270852a,aligned_pair,accept,,"e8827721df325f4fc220b1d339e894ab,ece780da732cddd0812c30257270852a",cosine similarity = 0.765
aligned2comp::ece780da732cddd0812c30257270852a::f00c22c8e3adf8001d0c0d59b8db7c61,aligned_pair,reject,,"ece780da732cddd0812c30257270852a,f00c22c8e3adf8001d0c0d59b8db7c61",cosine similarity = 0.717
aligned2comp::ebb5408257fe0b7ddad9ca0ccbd9a3d8::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"ebb5408257fe0b7ddad9ca0ccbd9a3d8,ece780da732cddd0812c30257270852a",cosine similarity = 0.682
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,ece780da732cddd0812c30257270852a",cosine similarity = 0.668
aligned2comp::e9bbae0e4f3ead3060b916e63593ad9d::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e9bbae0e4f3ead3060b916e63593ad9d,ece780da732cddd0812c30257270852a",cosine similarity = 0.661
aligned2comp::e2c548634699e005593eff2f73406127::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,ece780da732cddd0812c30257270852a",cosine similarity = 0.655
aligned2comp::e79ae1196097a1e758d42426856eae47::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e79ae1196097a1e758d42426856eae47,ece780da732cddd0812c30257270852a",cosine similarity = 0.653
aligned2comp::e7c44a402383f0881f075fa7fdde6888::ece780da732cddd0812c30257270852a,aligned_pair,reject,,"e7c44a402383f0881f075fa7fdde6888,ece780da732cddd0812c30257270852a",cosine similarity = 0.652
aligned2comp::fb19ab1775daf34c1969a812f74f6480::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"fb19ab1775daf34c1969a812f74f6480,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.710
aligned2comp::f00c22c8e3adf8001d0c0d59b8db7c61::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"f00c22c8e3adf8001d0c0d59b8db7c61,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.664
aligned2comp::e2c548634699e005593eff2f73406127::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"e2c548634699e005593eff2f73406127,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.661
aligned2comp::e9bbae0e4f3ead3060b916e63593ad9d::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"e9bbae0e4f3ead3060b916e63593ad9d,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.653
aligned2comp::df567ccf0076cfe15dc758ce5179fc77::fc243ea76c7c4291aee3296ea9949076,aligned_pair,accept,,"df567ccf0076cfe15dc758ce5179fc77,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.642
aligned2comp::ece780da732cddd0812c30257270852a::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"ece780da732cddd0812c30257270852a,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.640
aligned2comp::e7c44a402383f0881f075fa7fdde6888::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"e7c44a402383f0881f075fa7fdde6888,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.639
aligned2comp::f54e3fefe4206f79a3b37bfac1db08c8::fc243ea76c7c4291aee3296ea9949076,aligned_pair,accept,,"f54e3fefe4206f79a3b37bfac1db08c8,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.632
aligned2comp::e255b2c5d74978e6e5e70df7e43836d0::fc243ea76c7c4291aee3296ea9949076,aligned_pair,accept,,"e255b2c5d74978e6e5e70df7e43836d0,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.614
aligned2comp::ed3d84c842377464f884c300e72912c5::fc243ea76c7c4291aee3296ea9949076,aligned_pair,reject,,"ed3d84c842377464f884c300e72912c5,fc243ea76c7c4291aee3296ea9949076",cosine similarity = 0.610
